timestamp_ms,object_temp_c,ambient_temp_c
71911,31.11,30.83
72323,31.07,30.89
72901,31.07,30.91
73426,31.11,30.81
73839,31.07,30.91
74367,31.13,30.85
74850,31.11,30.89
75366,31.13,30.83
75860,31.07,30.83
76390,31.07,30.85
76891,31.07,30.89
77331,31.07,30.85
77831,31.07,30.85
78331,31.05,30.89
78823,31.07,30.91
79347,31.11,30.89
79953,31.13,30.91
80393,31.11,30.89
80875,31.19,30.91
81383,31.11,30.91
81874,31.13,30.89
82324,31.13,30.93
82834,31.15,30.93
83324,31.13,30.93
83823,31.11,30.89
84325,31.15,30.91
84843,31.13,30.93
85374,31.13,30.91
85887,31.13,30.89
86396,31.13,30.95
86885,31.01,30.89
87376,31.11,30.93
87827,31.07,30.93
88324,31.05,30.91
88834,31.07,30.91
89327,31.07,30.91
89826,31.11,30.93
90336,30.99,30.89
90871,31.11,30.93
91392,31.11,30.97
91902,31.11,30.93
92402,31.13,30.93
92909,31.07,30.91
93410,31.13,30.93
93845,31.13,30.95
94341,31.13,30.93
94848,31.07,30.93
95340,31.11,30.93
95871,31.01,30.93
96387,30.99,30.95
96830,31.01,30.95
97324,30.99,30.95
97824,31.11,30.91
98334,31.01,30.95
98842,30.99,30.95
99365,31.07,30.95
99875,31.01,30.95
100372,30.99,30.95
100901,31.07,30.93
101418,31.01,30.91
101872,31.11,30.95
102373,31.13,30.95
102911,31.01,30.97
103408,31.01,30.95
103911,31.13,30.95
104365,31.07,30.95
104867,31.01,30.97
105397,31.01,30.95
105898,30.99,30.95
106361,31.13,30.99
106861,31.07,30.95
107386,31.07,30.95
107886,31.11,30.97
108427,31.11,30.97
108855,31.05,30.97
109378,31.01,30.97
109881,31.13,30.97
110411,31.11,30.99
110913,31.01,30.97
111370,30.99,30.95
111878,31.11,30.97
112400,31.05,30.95
112903,31.05,30.97
113336,31.05,30.99
113857,31.07,30.99
114361,31.05,30.99
114882,31.01,30.97
115392,31.05,30.97
115847,31.05,30.97
116346,31.05,30.97
116875,30.97,30.99
117378,31.11,30.99
117906,31.07,31.03
118346,31.07,30.99
118866,31.07,31.01
119376,31.11,30.97
119896,30.99,30.99
120402,31.07,31.01
120862,31.01,30.99
121360,31.01,30.99
121888,31.05,30.99
122393,31.05,31.01
122916,30.97,30.99
123342,31.05,31.01
123866,31.07,31.01
124371,31.01,30.99
124906,31.07,31.03
125413,30.99,30.99
125840,31.05,31.01
126365,31.05,30.97
126873,31.11,31.01
127395,31.05,31.01
127831,31.05,31.01
128355,31.05,30.99
128862,31.05,31.03
129395,31.05,31.03
129892,31.05,31.01
130348,31.05,31.01
130850,31.07,30.99
131385,31.05,31.01
131882,31.05,31.01
132418,31.11,31.05
132853,31.01,31.01
133388,31.05,31.03
133885,30.97,31.01
134410,31.01,31.01
134844,31.11,31.03
135378,31.05,31.01
135883,31.07,31.03
136406,31.07,31.03
136906,31.01,31.03
137366,31.05,31.05
137873,31.01,31.03
138401,31.05,31.03
138912,31.01,31.03
139422,31.05,31.01
139874,31.07,31.05
140379,31.01,31.01
140911,31.05,31.03
141408,31.01,31.03
141870,31.11,31.05
142373,31.05,31.01
142902,31.05,31.05
143407,31.01,31.01
143824,31.01,31.05
144445,31.01,31.03
144893,31.01,31.03
145402,31.05,31.03
145827,31.01,31.01
146328,31.01,31.03
146964,31.05,31.05
147397,31.01,31.05
147917,31.01,31.05
148418,31.01,31.05
148823,31.01,31.01
149453,31.01,31.03
149877,31.01,31.05
150402,31.05,31.05
150917,31.01,31.03
151443,31.05,31.07
151875,31.01,31.03
152393,31.05,31.03
152900,31.01,31.03
153337,31.05,31.07
153941,31.07,31.01
154403,31.05,31.09
154900,31.01,31.05
155328,31.05,31.05
155827,31.05,31.03
156353,31.07,31.07
156885,31.07,31.05
157414,31.05,31.05
157911,31.07,31.07
158333,31.01,31.05
158878,31.07,31.07
159401,31.05,31.07
159902,31.05,31.05
160427,31.07,31.07
160937,31.01,31.05
161362,31.07,31.05
161895,31.07,31.07
162404,30.99,31.03
162823,31.05,31.05
163352,31.07,31.07
163884,31.05,31.05
164387,31.07,31.07
164909,31.01,31.05
165408,31.07,31.07
165872,31.01,31.09
166383,31.07,31.07
166905,31.07,31.07
167416,31.11,31.05
167848,31.11,31.09
168389,31.07,31.07
168917,31.07,31.09
169433,31.07,31.09
169831,31.11,31.09
170357,31.11,31.05
170908,31.07,31.07
171421,31.07,31.07
171824,31.05,31.07
172327,31.07,31.07
172862,31.07,31.09
173408,31.05,31.05
173930,31.07,31.07
174323,31.05,31.05
174824,31.05,31.07
175463,31.07,31.07
175898,31.11,31.07
176327,31.11,31.09
176823,31.05,31.07
177439,31.07,31.07
177873,31.07,31.07
178402,31.11,31.07
178907,31.05,31.07
179327,31.05,31.09
179835,31.11,31.09
180389,31.11,31.07
180917,31.11,31.07
181330,31.07,31.09
181824,31.13,31.09
182377,31.13,31.09
182908,31.11,31.09
183323,31.13,31.07
183823,31.07,31.07
184337,31.11,31.09
184858,31.11,31.09
185408,31.11,31.09
185918,31.13,31.13
186444,31.13,31.13
186827,31.11,31.09
187338,31.13,31.09
187984,31.05,31.07
188420,31.13,31.09
188824,31.11,31.13
189327,31.11,31.13
189864,31.13,31.13
190397,31.13,31.13
190823,31.11,31.09
191334,31.13,31.13
191833,31.13,31.13
192371,31.11,31.09
192828,31.11,31.13
193334,31.11,31.15
193823,31.13,31.17
194341,31.11,31.15
194882,31.13,31.15
195438,31.13,31.13
195834,31.11,31.15
196324,31.07,31.15
196838,31.11,31.13
197372,31.15,31.15
198023,31.11,31.13
198334,31.05,31.15
198827,31.11,31.15
199348,31.11,31.13
199884,31.11,31.09
200327,31.13,31.13
200828,31.11,31.13
201336,31.11,31.15
201857,31.07,31.13
202396,31.13,31.13
202848,31.07,31.15
203331,31.05,31.13
203858,31.13,31.15
204407,31.07,31.15
204823,31.13,31.13
205324,31.07,31.15
205824,31.07,31.15
206366,31.15,31.13
206895,31.07,31.13
207327,30.99,31.17
207827,31.11,31.13
208331,31.07,31.15
208862,31.05,31.13
209407,31.11,31.15
209824,31.11,31.17
210330,31.11,31.17
210859,31.11,31.17
211381,30.99,31.15
211823,31.11,31.15
212324,30.99,31.13
212827,31.05,31.15
213333,31.13,31.17
213899,31.13,31.17
214334,31.05,31.15
214824,31.11,31.17
215327,31.05,31.17
215851,31.13,31.17
216371,31.07,31.17
216831,30.99,31.13
217327,31.07,31.15
217824,31.11,31.17
218324,31.05,31.15
218873,31.01,31.17
219393,31.07,31.17
219823,31.13,31.15
220335,31.11,31.17
220867,31.05,31.17
221382,30.99,31.15
221849,31.13,31.17
222323,31.11,31.17
222860,31.13,31.17
223348,31.07,31.17
223887,31.07,31.15
224324,31.05,31.19
224823,31.11,31.19
225327,31.11,31.17
225824,31.11,31.15
226373,31.13,31.17
226888,31.11,31.15
227327,31.01,31.17
227824,31.07,31.17
228333,31.11,31.15
228848,31.13,31.19
229400,31.01,31.17
229831,31.13,31.17
230327,31.07,31.15
230824,31.07,31.15
231365,31.11,31.17
231886,31.11,31.17
232324,31.07,31.17
232827,31.15,31.17
233331,31.11,31.21
233852,31.15,31.17
234400,31.01,31.19
234824,31.11,31.15
235334,31.05,31.19
235832,31.13,31.19
236353,31.07,31.17
236903,31.11,31.19
237324,31.01,31.17
237823,31.13,31.19
238336,31.11,31.19
238881,31.15,31.19
239396,31.07,31.15
239830,30.99,31.15
240327,31.13,31.17
240851,31.05,31.21
241371,31.07,31.17
241830,31.05,31.21
242331,31.11,31.17
242838,31.05,31.19
243352,31.07,31.17
243897,31.13,31.19
244331,31.11,31.21
244823,31.05,31.23
245327,31.11,31.19
245843,31.05,31.21
246392,31.13,31.19
246823,31.05,31.19
247327,31.11,31.21
247824,31.01,31.19
248351,31.13,31.21
248879,31.01,31.17
249327,31.01,31.21
249827,31.11,31.21
250334,31.05,31.19
250837,31.01,31.19
251386,31.11,31.21
251831,31.05,31.21
252334,31.05,31.21
252838,31.05,31.21
253370,31.11,31.19
253887,31.01,31.21
254324,31.01,31.19
254831,31.01,31.21
255340,30.99,31.21
255864,31.13,31.21
256410,31.05,31.21
256827,31.11,31.19
257338,30.99,31.19
257839,31.07,31.19
258364,30.99,31.21
258824,31.13,31.19
259331,31.05,31.21
259830,31.01,31.23
260343,31.05,31.21
260901,30.99,31.23
261323,31.05,31.21
261824,31.11,31.21
262327,31.05,31.21
262853,31.05,31.21
263375,31.01,31.21
263831,30.99,31.23
264324,30.99,31.21
264823,30.99,31.21
265334,31.11,31.23
265887,31.01,31.21
266324,31.05,31.21
266824,30.99,31.21
267323,31.05,31.21
267823,31.05,31.23
268353,31.11,31.21
268892,31.07,31.17
269327,31.11,31.23
269828,31.01,31.19
270331,31.05,31.21
270855,31.07,31.23
271396,31.07,31.23
271824,31.11,31.21
272324,31.11,31.23
272827,31.05,31.23
273379,31.11,31.23
273903,31.05,31.21
274338,31.07,31.21
274823,30.99,31.25
275357,31.11,31.21
275886,31.11,31.25
276331,31.15,31.25
276827,31.13,31.23
277332,31.07,31.21
277867,31.13,31.23
278334,31.11,31.21
278823,31.11,31.25
279334,31.05,31.21
279835,31.11,31.23
280377,31.11,31.25
280995,31.13,31.21
281324,31.13,31.23
281838,31.05,31.21
282347,31.19,31.25
282994,31.11,31.25
283429,31.11,31.23
283824,31.11,31.27
284334,31.11,31.27
284878,31.07,31.21
285405,31.07,31.19
285824,31.05,31.23
286324,31.11,31.23
286832,31.11,31.27
287356,31.05,31.23
287914,31.05,31.25
288411,31.05,31.23
288831,31.07,31.23
289337,31.05,31.23
289895,31.05,31.23
290394,31.05,31.23
290917,31.05,31.23
291324,31.05,31.23
291850,31.11,31.23
292378,31.05,31.25
292904,31.05,31.25
293405,31.05,31.23
293955,30.99,31.23
294389,31.01,31.25
294897,31.07,31.23
295417,31.07,31.23
295831,31.07,31.27
296348,31.11,31.23
296889,31.07,31.23
297424,31.13,31.27
297827,31.05,31.25
298327,31.15,31.23
298854,31.11,31.23
299410,31.07,31.25
299910,31.07,31.25
300330,31.11,31.27
300824,31.07,31.25
301359,31.07,31.25
301895,31.11,31.25
302331,31.11,31.25
302823,31.07,31.23
303331,31.07,31.23
303848,31.07,31.25
304413,31.13,31.25
304916,31.05,31.23
305444,31.07,31.27
305828,31.13,31.27
306352,31.05,31.23
306907,31.07,31.25
307405,31.13,31.27
307824,30.99,31.21
308324,31.11,31.27
308852,31.07,31.25
309383,31.07,31.25
309912,31.07,31.25
310416,31.11,31.29
310824,31.07,31.27
311341,31.05,31.25
311900,31.11,31.29
312403,31.05,31.25
312823,31.11,31.27
313330,31.13,31.21
313857,31.11,31.27
314402,31.07,31.25
314924,31.07,31.25
315330,31.11,31.29
315835,31.05,31.25
316470,31.11,31.27
316895,31.13,31.29
317324,31.07,31.27
317824,31.05,31.25
318332,31.05,31.25
318959,31.13,31.27
319411,30.99,31.25
319915,31.13,31.23
320323,31.11,31.27
320841,31.13,31.29
321399,31.11,31.27
321903,31.13,31.25
322323,31.07,31.25
322831,31.07,31.25
323454,31.13,31.29
323892,31.05,31.31
324413,31.13,31.29
324915,31.07,31.27
325332,31.11,31.29
325867,31.13,31.29
326394,31.07,31.27
326912,31.07,31.27
327434,31.11,31.25
327939,31.13,31.27
328378,31.21,31.27
328900,31.11,31.29
329404,31.13,31.29
329824,31.11,31.29
330352,31.11,31.29
330879,31.07,31.29
331382,31.13,31.27
331908,31.11,31.29
332406,31.11,31.27
332934,31.11,31.29
333369,31.11,31.31
333891,31.07,31.27
334405,31.13,31.29
334945,31.11,31.29
335370,31.13,31.29
335894,31.11,31.29
336398,31.11,31.29
336831,31.07,31.29
337375,31.07,31.29
337893,31.07,31.27
338400,31.05,31.29
338824,31.15,31.29
339424,31.11,31.31
339875,31.11,31.27
340393,31.05,31.27
340916,31.15,31.29
341417,31.13,31.29
341845,31.11,31.29
342375,31.11,31.31
342874,31.13,31.29
343402,31.11,31.31
343903,31.13,31.29
344363,31.07,31.27
344870,31.11,31.29
345402,31.13,31.29
345903,31.13,31.29
346323,31.15,31.35
346853,31.11,31.29
347381,31.11,31.31
347882,31.13,31.29
348418,31.11,31.29
348842,31.11,31.31
349382,31.11,31.35
349887,31.13,31.31
350414,31.13,31.27
350917,31.11,31.29
351440,31.13,31.35
351879,31.11,31.29
352386,31.13,31.29
352913,31.11,31.29
353411,31.07,31.29
353850,31.11,31.29
354375,31.15,31.35
354900,31.11,31.31
355408,31.11,31.31
355824,31.11,31.29
356429,31.11,31.31
356890,31.15,31.35
357387,31.11,31.31
357912,31.13,31.31
358412,31.11,31.31
358870,31.11,31.31
359369,31.13,31.29
359908,31.19,31.29
360405,31.11,31.29
360830,31.15,31.31
361363,31.13,31.35
361880,31.07,31.31
362383,31.11,31.35
362909,31.11,31.35
363413,31.11,31.31
363863,31.11,31.35
364366,31.11,31.29
364890,31.15,31.37
365402,31.11,31.29
365840,31.19,31.37
366366,31.15,31.29
366865,31.15,31.35
367393,31.07,31.29
367891,31.11,31.35
368351,31.13,31.35
368851,31.11,31.35
369386,31.13,31.35
369884,31.11,31.31
370417,31.07,31.31
370843,31.07,31.31
371378,31.15,31.37
371884,31.13,31.35
372411,31.15,31.35
372927,31.13,31.35
373375,31.11,31.31
373872,31.07,31.31
374408,31.13,31.35
374920,31.11,31.35
375446,31.13,31.35
375872,31.07,31.31
376404,31.11,31.37
376900,31.13,31.35
377328,31.13,31.35
377863,31.11,31.29
378392,31.13,31.37
378895,31.15,31.37
379420,31.11,31.35
379831,31.11,31.35
380367,31.13,31.37
380895,31.07,31.35
381395,31.07,31.35
381929,31.19,31.31
382430,31.13,31.39
382883,31.07,31.35
383387,31.13,31.35
383921,31.13,31.37
384424,31.13,31.35
384876,31.11,31.37
385384,31.13,31.37
385905,31.15,31.37
386410,31.11,31.37
386862,31.15,31.37
387379,31.11,31.37
387903,31.13,31.37
388411,31.15,31.35
388836,31.13,31.37
389363,31.13,31.35
389871,31.19,31.35
390396,31.13,31.35
390903,31.05,31.37
391361,31.11,31.35
391860,31.13,31.37
392387,31.13,31.35
392886,31.13,31.35
393420,31.05,31.31
393852,31.07,31.31
394381,31.13,31.35
394903,31.13,31.39
395324,31.15,31.39
395824,31.15,31.37
396444,31.11,31.39
396872,31.13,31.35
397404,31.11,31.37
397905,31.11,31.35
398327,31.15,31.39
398866,31.13,31.37
399388,31.11,31.37
399898,31.15,31.37
400422,31.13,31.31
400838,31.07,31.35
401362,31.15,31.37
401897,31.13,31.37
402405,31.11,31.37
402823,31.11,31.37
403324,31.13,31.37
403963,31.15,31.39
404394,31.13,31.37
404927,31.13,31.39
405323,31.13,31.37
405846,31.11,31.37
406378,31.13,31.39
406902,31.13,31.35
407409,31.13,31.35
407829,31.15,31.37
408364,31.19,31.41
408885,31.07,31.37
409414,31.13,31.37
409824,31.15,31.37
410336,31.15,31.37
410898,31.15,31.39
411406,31.15,31.41
411928,31.19,31.39
412324,31.13,31.37
412940,31.11,31.37
413389,31.15,31.39
413889,31.21,31.39
414416,31.11,31.39
414925,31.15,31.37
415390,31.13,31.39
415887,31.11,31.37
416419,31.11,31.37
416924,31.13,31.37
417347,31.13,31.39
417874,31.15,31.39
418404,31.19,31.41
418902,31.19,31.41
419327,31.01,31.41
419933,31.11,31.41
420389,31.13,31.37
420894,31.13,31.41
421437,31.13,31.41
421833,31.13,31.39
422389,31.15,31.37
422903,31.15,31.39
423433,31.15,31.39
423824,31.13,31.39
424440,31.13,31.41
424890,31.15,31.37
425395,31.15,31.39
425928,31.13,31.41
426327,31.11,31.39
426885,31.07,31.41
427388,31.13,31.37
427906,31.15,31.37
428421,31.13,31.41
428832,31.15,31.41
429384,31.15,31.43
429906,31.07,31.39
430408,31.15,31.41
430827,31.11,31.37
431366,31.13,31.39
431905,31.13,31.41
432409,31.13,31.39
432824,31.13,31.37
433335,31.15,31.39
433882,31.13,31.39
434392,31.19,31.41
434922,31.15,31.43
435420,31.13,31.41
435855,31.15,31.41
436398,31.13,31.39
436929,31.05,31.39
437337,31.15,31.41
437824,31.13,31.39
438363,31.15,31.41
438893,31.13,31.41
439417,31.13,31.39
439917,31.13,31.41
440342,31.01,31.41
440880,31.11,31.43
441398,31.11,31.39
441905,31.15,31.41
442324,31.13,31.43
442941,31.15,31.41
443405,31.05,31.39
443920,31.05,31.39
444335,31.13,31.41
444847,31.15,31.41
445403,31.11,31.39
445911,31.07,31.41
446327,31.15,31.39
446823,31.13,31.39
447360,31.11,31.41
447898,31.07,31.41
448425,31.15,31.43
448824,31.11,31.43
449336,31.07,31.43
449949,31.07,31.39
450405,31.05,31.43
450906,31.07,31.39
451431,31.15,31.41
451832,31.13,31.39
452366,31.05,31.45
452898,31.13,31.39
453395,31.07,31.39
453918,31.11,31.39
454356,31.01,31.43
454875,31.05,31.41
455375,31.13,31.41
455910,31.05,31.43
456415,31.11,31.41
456867,31.07,31.41
457379,31.13,31.41
457907,31.15,31.39
458406,31.13,31.39
458934,31.13,31.37
459374,31.07,31.37
459896,31.11,31.41
460400,31.07,31.37
460824,31.15,31.43
461359,31.13,31.41
461888,31.11,31.39
462392,31.05,31.39
462929,31.13,31.41
463428,31.11,31.39
463882,31.13,31.39
464391,31.15,31.41
464924,31.13,31.43
465339,31.15,31.41
465866,31.13,31.41
466393,31.15,31.41
466901,31.19,31.43
467324,31.15,31.41
467928,31.13,31.41
468378,31.15,31.39
468878,31.19,31.43
469404,31.01,31.41
469907,31.13,31.41
470357,31.19,31.39
470868,31.13,31.41
471390,31.15,31.39
471891,31.19,31.41
472416,31.13,31.41
472937,31.15,31.41
473390,31.13,31.41
473891,31.15,31.39
474415,31.19,31.41
474924,31.19,31.41
475352,31.05,31.41
475885,31.13,31.41
476382,31.21,31.41
476907,31.07,31.43
477341,31.15,31.41
477860,31.15,31.41
478361,31.15,31.45
478897,31.19,31.39
479406,31.13,31.41
479860,31.19,31.43
480368,31.19,31.41
480889,31.21,31.41
481390,31.19,31.43
481913,31.13,31.41
482353,31.13,31.39
482877,31.13,31.43
483389,31.19,31.45
483921,31.19,31.45
484428,31.15,31.41
484879,31.19,31.45
485387,31.15,31.41
485920,31.15,31.39
486421,31.07,31.41
486847,31.13,31.39
487386,31.13,31.41
487908,31.15,31.41
488410,31.13,31.41
488938,31.15,31.43
489338,31.15,31.43
489865,31.13,31.43
490388,31.19,31.41
490891,31.15,31.41
491427,31.07,31.41
491827,31.13,31.41
492378,31.13,31.41
492893,31.15,31.41
493417,31.07,31.41
493917,31.13,31.41
494382,31.15,31.43
494883,31.15,31.43
495427,31.15,31.43
495838,31.15,31.45
496342,31.07,31.41
496976,31.19,31.41
497341,31.13,31.43
497824,31.19,31.45
498339,31.15,31.43
498861,31.19,31.45
499494,31.19,31.43
499935,31.13,31.45
500331,31.13,31.43
500843,31.19,31.45
501390,31.15,31.45
501824,31.19,31.43
502324,31.15,31.45
502824,31.19,31.41
503328,31.15,31.41
503866,31.07,31.41
504484,31.13,31.41
504824,31.11,31.43
505334,31.11,31.45
505840,31.11,31.45
506375,31.15,31.45
506824,31.15,31.45
507323,31.07,31.43
507823,31.07,31.43
508340,31.07,31.45
508899,31.19,31.43
509409,31.15,31.45
509838,31.13,31.43
510331,31.19,31.45
510867,31.13,31.41
511407,31.13,31.43
511823,31.07,31.43
512324,31.15,31.43
512847,31.11,31.45
513463,31.15,31.45
513920,31.15,31.43
514323,31.15,31.45
514838,31.19,31.45
515352,31.15,31.43
515887,31.13,31.43
516415,31.07,31.41
516917,31.11,31.43
517328,31.13,31.45
517960,31.15,31.45
518417,31.07,31.43
518919,31.07,31.47
519331,31.15,31.47
519837,31.15,31.45
520398,31.15,31.45
520905,31.19,31.45
521323,31.19,31.45
521827,31.19,31.45
522348,31.11,31.47
522884,31.13,31.43
523408,31.15,31.43
523921,31.19,31.45
524443,31.11,31.45
524882,31.19,31.45
525386,31.13,31.43
525908,31.19,31.45
526420,31.19,31.45
526948,31.13,31.45
527378,31.19,31.45
527899,31.21,31.43
528400,31.13,31.47
528831,31.13,31.43
529432,31.19,31.47
529886,31.11,31.45
530386,31.15,31.45
530922,31.07,31.43
531422,31.13,31.47
531878,31.13,31.45
532399,31.11,31.45
532921,31.13,31.43
533330,31.11,31.43
533852,31.19,31.45
534389,31.21,31.43
534918,31.21,31.47
535422,31.11,31.45
535826,31.07,31.45
536348,31.19,31.45
536909,31.11,31.45
537415,31.19,31.47
537940,31.15,31.41
538332,31.13,31.47
538868,31.21,31.43
539404,31.13,31.43
539919,31.13,31.45
540331,31.11,31.45
540853,31.15,31.45
541423,31.19,31.47
541830,31.07,31.47
542331,31.19,31.47
542842,31.15,31.45
543383,31.07,31.45
543913,31.19,31.47
544331,31.21,31.45
544824,31.11,31.45
545358,31.07,31.45
545900,31.15,31.45
546344,31.19,31.45
546827,31.13,31.47
547347,31.11,31.45
547875,31.07,31.43
548323,31.13,31.45
548823,31.11,31.45
549328,31.21,31.49
549858,31.21,31.45
550412,31.19,31.45
550919,31.21,31.49
551418,31.15,31.45
551827,31.13,31.45
552347,31.19,31.45
552907,31.13,31.47
553422,31.13,31.47
553824,31.15,31.45
554334,31.13,31.43
554876,31.21,31.47
555408,31.21,31.49
555823,31.21,31.45
556324,31.15,31.47
556843,31.19,31.47
557466,31.07,31.47
557915,31.13,31.47
558423,31.21,31.45
558827,31.13,31.45
559337,31.15,31.49
559976,31.19,31.45
560409,31.13,31.43
560935,31.15,31.47
561327,31.13,31.47
561836,31.21,31.45
562400,31.25,31.49
562896,31.15,31.47
563328,31.11,31.45
563824,31.07,31.47
564459,31.19,31.47
564888,31.11,31.47
565417,31.11,31.49
565918,31.15,31.45
566337,31.13,31.47
566878,31.05,31.43
567410,31.07,31.45
567907,31.11,31.47
568338,31.15,31.47
568847,31.07,31.47
569396,31.15,31.45
569907,31.19,31.47
570324,31.11,31.47
570831,31.15,31.47
571352,31.19,31.47
571897,31.19,31.47
572422,31.15,31.45
572824,31.19,31.47
573327,31.21,31.47
573951,31.21,31.47
574378,31.13,31.45
574903,31.13,31.47
575415,31.21,31.45
575836,31.21,31.49
576370,31.15,31.47
576903,31.15,31.49
577401,31.15,31.47
577824,31.11,31.47
578424,31.13,31.47
578885,31.13,31.47
579382,31.13,31.47
579910,31.19,31.49
580412,31.11,31.47
580868,31.19,31.47
581369,31.13,31.47
581892,31.11,31.49
582401,31.13,31.49
582923,31.13,31.47
583351,31.13,31.47
583858,31.21,31.49
584382,31.19,31.49
584886,31.11,31.47
585419,31.21,31.47
585851,31.19,31.47
586372,31.15,31.47
586889,31.13,31.47
587411,31.21,31.45
587915,31.19,31.47
588371,31.21,31.47
588869,31.19,31.51
589397,31.25,31.49
589898,31.15,31.47
590351,31.21,31.49
590864,31.25,31.49
591386,31.15,31.51
591902,31.13,31.47
592409,31.15,31.49
592864,31.13,31.47
593363,31.19,31.49
593887,31.25,31.49
594402,31.25,31.49
594860,31.21,31.47
595364,31.21,31.49
595885,31.25,31.51
596383,31.11,31.49
596915,31.25,31.49
597344,31.21,31.49
597868,31.19,31.47
598377,31.15,31.49
598910,31.15,31.47
599412,31.15,31.49
599863,31.15,31.47
600371,31.19,31.47
600905,31.07,31.47
601402,31.13,31.47
601857,31.13,31.49
602362,31.13,31.47
602893,31.13,31.47
603394,31.15,31.49
603920,31.19,31.47
604351,31.11,31.47
604854,31.13,31.49
605383,31.21,31.49
605882,31.15,31.47
606338,31.11,31.49
606835,31.15,31.47
607368,31.13,31.49
607870,31.11,31.47
608411,31.15,31.49
608844,31.15,31.53
609364,31.15,31.49
609869,31.21,31.49
610395,31.11,31.47
610897,31.15,31.47
611348,31.19,31.51
611849,31.25,31.49
612373,31.07,31.49
612884,31.11,31.49
613332,31.11,31.49
613834,31.13,31.49
614363,31.07,31.51
614863,31.13,31.49
615400,31.13,31.47
615825,31.13,31.51
616333,31.15,31.49
616864,31.11,31.47
617364,31.13,31.49
617827,31.15,31.49
618328,31.15,31.49
618853,31.13,31.49
619351,31.13,31.47
619884,31.15,31.47
620396,31.13,31.47
620840,31.13,31.49
621353,31.13,31.49
621884,31.27,31.47
622388,31.25,31.47
622834,31.07,31.47
623334,31.19,31.47
623865,31.13,31.47
624370,31.11,31.47
624823,31.21,31.49
625332,31.25,31.47
625859,31.25,31.49
626362,31.07,31.47
626889,31.21,31.49
627405,31.25,31.49
627826,31.25,31.47
628350,31.21,31.49
628862,31.25,31.49
629385,31.25,31.51
629824,31.21,31.51
630349,31.21,31.49
630846,31.19,31.47
631370,31.13,31.49
631882,31.25,31.49
632328,31.25,31.47
632829,31.15,31.49
633363,31.25,31.49
633868,31.27,31.49
634335,31.25,31.51
634836,31.21,31.49
635357,31.15,31.47
635863,31.21,31.49
636388,31.15,31.47
636823,31.21,31.49
637353,31.25,31.47
637851,31.13,31.53
638380,31.15,31.47
638884,31.19,31.51
639323,31.15,31.51
639836,31.25,31.49
