timestamp_us,audio_adc
6940012,6235
6941512,6457
6942612,6270
6943712,5344
6944812,4914
6946312,4584
6947412,5538
6948512,4816
6949612,6479
6951112,5530
6952212,6783
6953312,6373
6954412,6920
7038410,5571
7040012,5899
7041512,6813
7042712,5703
7043812,5959
7044912,4974
7046412,6974
7047512,6548
7048612,5032
7049712,5172
7051212,6243
7052312,7440
7053412,6601
7054512,8024
7056012,7479
7057112,6980
7058212,5391
7059312,7539
7060412,7634
7061912,6997
7063012,4786
7064112,7956
7065212,6735
7135112,6143
7136712,4669
7137912,4747
7139012,5836
7140112,4146
7141612,5272
7142712,6810
7143812,6533
7144912,9216
7146412,7945
7147512,5515
7148612,5726
7149712,6414
7151312,6522
7152412,4036
7153512,5071
7154612,3174
7156112,6491
7157212,8662
7158312,6400
7159412,6978
7160912,4192
7162012,4434
7163112,6197
7164212,5279
7165312,7237
7166812,9423
7167912,9724
7169012,8596
7170112,8813
7171612,7848
7172712,8000
7173812,5450
7174912,4373
7176412,5004
7177512,4541
7178612,3302
7179712,4896
7181212,6234
7182312,6031
7183412,5012
7267112,5711
7268869,5961
7270012,6196
7271512,7468
7272612,6293
7273712,8606
7274812,7237
7276312,7446
7277412,7281
7278512,7705
7279612,7281
7281112,7820
7282212,9164
7283312,6185
7284412,5976
7285912,7156
7287012,6560
7288112,6135
7289212,4950
7290312,5921
7291812,5526
7292912,5109
7294012,6635
7295112,5813
7296712,5518
7297812,5580
7298912,4709
7300012,8769
7301512,4040
7302612,5753
7303712,5085
7304812,6452
7306312,5196
7307412,5514
7308512,6300
7309612,5110
7380110,6796
7381610,6592
7382810,8638
7383910,7374
7385010,6601
7386510,6712
7387610,6553
7388710,4853
7389810,5835
7391412,5103
7392512,6092
7393612,5104
7394712,4276
7396212,5857
7397312,6533
7398412,7236
7399512,5976
7401012,8028
7402112,6925
7403212,6936
7404312,4811
7405412,7298
7406912,6021
7408012,7428
7409112,6185
7410212,4914
7411712,5483
7412812,5171
7496812,7655
7513812,9314
7515312,8800
7516812,7106
7518012,8476
7519112,4016
7520212,4153
7521712,5584
7522812,6233
7523912,4358
7525012,3910
7526512,6635
7527612,4522
7528712,6347
7529812,7655
7531412,2888
7532512,5567
7533612,3816
7534712,2900
7536212,2896
7537312,5747
7538412,7362
7539512,8208
7559910,3855
7561410,4679
7562510,5012
7563710,7168
7564810,5388
7566312,7646
7567412,4900
7568512,4190
7569612,4920
7571112,6161
7572212,5761
7573312,5795
7574412,9626
7575912,7580
7577012,6446
7578112,10001
7579212,7476
7580312,10032
7650312,5549
7651912,5558
7653110,4389
7654210,5236
7655310,5606
7656812,4636
7657912,5265
7659012,4150
7660112,2985
7661612,7080
7662712,8412
7663812,8899
7664912,7658
7666412,6345
7667512,2981
7668612,4221
7669712,5147
7671312,6845
7672412,7597
7673512,7918
7674612,5347
7676112,3786
7677212,4765
7761370,3885
7762910,10505
7764010,7576
7765210,6097
7766710,7702
7767810,7550
7768910,6036
7770010,6721
7771612,8029
7772712,6689
7773812,4575
7774912,6650
7776412,4650
7777512,5708
7778612,7005
7779712,6460
7781212,5898
7782312,5603
7783412,7005
7784512,5615
7786012,6548
7787112,5844
7788212,8210
7789312,5466
7790412,6327
7791912,8259
7793012,6651
7794112,4069
7795212,2914
7796712,8379
7797812,7506
7798912,5922
7800012,7595
7801512,5853
7802612,6298
7803712,5815
7804812,5323
7806312,5028
7807412,7050
7808512,7405
7809612,5706
7811212,8039
7812312,4534
7813412,2464
7814512,5767
7816012,8305
7817112,4436
7818212,7630
7819312,6382
7820412,4946
7821912,5839
7823012,4400
7824112,4313
7825212,3607
7896210,9568
7897710,6707
7898810,5173
7900010,10090
7901612,11500
7902712,8262
7903812,7963
7904912,8064
7906412,7088
7907512,2922
7990510,6944
8003870,5867
8005410,7294
8006910,5862
8008010,4603
8009110,6792
8010210,6613
8011712,5593
8012812,6613
8013912,6599
8015012,6687
8016512,7852
8017612,6533
8018712,6339
8019812,3664
8021312,5083
8022412,5519
8023512,4393
8024612,4601
8026212,4705
8027312,6185
8028412,7052
8029512,7631
8031012,5669
8032112,4205
8033212,5948
8034312,4559
8035412,3266
8036912,3555
8038012,5192
8039112,6965
8040212,6631
8041712,7276
8042812,6975
8043912,5772
8045012,7552
8046512,7031
8047612,5590
8048712,8013
8049812,7074
8051312,8619
8052412,8372
8053512,7466
8054612,8973
8056112,7096
8057212,5757
8058312,6704
8059412,6832
8060912,6728
8062012,4717
8063112,5978
8064212,6240
8065312,5410
8066912,5879
8068012,4403
8069112,5686
8070212,5484
8071712,5886
8072812,4910
8073912,5856
8075012,5276
8146510,5507
8148010,4362
8149110,3853
8233311,5020
8234811,5325
8236311,4740
8237511,6308
8238611,7562
8239711,6881
8241211,6393
8242311,5739
8243411,3998
8244511,3868
8246011,3025
8247111,3128
8248211,4036
8249311,5375
8250411,7111
8252011,6248
8253111,7323
8254211,5418
8255311,7613
8256811,6557
8257911,8856
8259011,9277
8260111,10208
8261611,6890
8262711,4166
8263811,5234
8264911,6147
8266411,8123
8267511,8045
8268611,4695
8269711,6798
8271211,4756
8272311,4057
8273411,3500
8274511,4308
8276011,3395
8277111,4737
8278211,4345
8279311,5161
8280411,6374
8281911,5825
8283011,7700
8284111,8683
8285211,6997
8286711,7017
8287811,6699
8288911,5950
8290011,4239
8291611,4647
8292711,4385
8293811,2709
8294911,2403
8296411,4572
8297511,6198
8298611,5282
8299711,6771
8301211,4674
8302311,2272
8303411,2919
8304511,5118
8306011,9982
8307111,10890
8308211,8287
8309311,6444
8393212,7265
8394812,5314
8396312,4137
8397412,4359
8398512,3257
8399612,4442
8470610,7402
8484210,6621
8485710,7892
8487210,7124
8488472,5781
8489610,7113
8491110,6147
8492210,7452
8493310,6908
8494410,6344
8495910,4927
8497010,6477
8498110,7343
8499210,5713
8500310,5045
8501812,7089
8502912,6229
8504012,5523
8505112,7433
8506612,6025
8507712,5238
8508812,5098
8509912,5318
8511412,5478
8512512,4147
8513612,5430
8514712,5254
8516312,6481
8517412,5682
8518512,6611
8519612,6132
8521112,6628
8522212,5793
8523312,8533
8524412,6257
8525912,6624
8527012,6361
8528112,6900
8529212,6427
8530312,5448
8531812,5617
8532912,5542
8534012,6617
8535112,5492
8536612,6572
8537712,6846
8538812,5918
8539912,5299
8560513,5973
8562012,5932
8563379,6986
8564512,7456
8566012,7548
8567112,7917
8568212,7679
8569312,8887
8570412,7332
8571912,7785
8655969,6072
8657510,7077
8658610,6728
8659810,7039
8661310,6647
8662410,8093
8663510,6344
8664610,6577
8735412,5304
8737013,4389
8738212,2349
8739413,4705
8740912,5990
8742012,6618
8743112,7985
8744212,6654
8745312,5997
8746812,6921
8747912,6804
8749012,8406
8750112,5579
8751612,5434
8752712,4528
8753812,5123
8754912,6060
8756512,6134
8757612,5473
8758712,5399
8759812,5513
8761312,6079
8762412,6266
8763512,6503
8764612,3808
8766112,2352
8767212,3966
8768312,4563
8769412,8327
8770912,7052
8772012,6724
8773112,6832
8774212,7375
8775312,5321
8776812,6575
8777912,6921
8779012,5819
8780112,5347
8781612,5772
8782712,7012
8783812,6449
8784912,6361
8786412,5808
8787512,5158
8788612,6567
8789712,6649
8791212,6337
8792312,7235
8793412,6711
8794512,7254
8796112,5095
8797212,5821
8798312,4583
8799412,6614
8800912,5223
8802012,6412
8885810,6679
8887312,6948
8888412,5945
8889612,5992
8891112,6307
8892212,6464
8893312,6301
8894412,7670
8896012,5626
8897112,6198
8898212,6713
8899312,6605
8900412,5574
8901912,5053
8903012,5056
8904112,4565
8905212,5452
8906712,4207
8907812,4609
8908912,4735
8910012,5983
8980610,8539
9001112,4415
9002612,5331
9003712,6880
9004812,4832
9006312,6632
9007412,9006
9008512,6531
9009612,7938
9011112,6440
9012212,6198
9013312,6177
9014412,5037
9015912,5995
9017012,6716
9018112,5407
9019212,6593
9020312,7190
9021812,7761
9022912,5610
9024012,6384
9025112,5439
9026612,6300
9027712,5316
9028812,5852
9029912,7086
9031412,5624
9032512,5777
9033612,5425
9034712,4601
9036312,5334
9037412,6310
9038512,6085
9039612,8257
9041112,8110
9042212,5238
9043312,4581
9044412,3882
9045912,4318
9047012,4173
9048112,4934
9049212,3928
9050312,4473
9134712,4953
9136212,5878
9137413,6225
9138512,6481
9139612,5581
9141112,6796
9142212,4828
9143312,7746
9144412,7067
9145912,5147
9147012,5805
9148112,5604
9149212,5895
9150312,6426
9151912,4472
9153012,4918
9154112,4949
9155212,5423
9156712,5072
9157812,6065
9158912,5673
9160012,5614
9161512,6755
9162612,6239
9163712,7782
9164812,7038
9166312,7794
9167412,7158
9168512,6909
9169612,5880
9240610,8309
9242212,8110
9243412,6765
9244512,6147
9246012,5624
9247112,7652
9248212,6095
9249312,6189
9250412,6034
9251912,6964
9253012,5899
9254112,6883
9255212,8157
9256712,7510
9257812,7831
9258912,7013
9260012,5982
9261512,3871
9262612,4503
9263712,2825
9264812,5686
9266412,4661
9267512,5725
9268612,6397
9269712,7473
9271212,6381
9272312,5592
9273412,6015
9274512,5958
9276012,6412
9277112,7299
9278212,6368
9279312,7411
9280412,6061
9364715,4028
9366312,5321
9367412,3205
9368512,5754
9369612,6867
9371112,6882
9372212,6549
9373312,5179
9374412,6061
9375912,6110
9377012,5371
9378112,4915
9379212,3335
9380312,3215
9381812,5265
9382912,7099
9384012,7127
9385112,7774
9386612,6916
9387712,5821
9388812,6849
9389912,6928
9391412,6269
9392512,5611
9393612,5114
9394712,6113
9396312,5186
9397412,5388
9398512,5810
9399612,4493
9401112,5462
9402212,6714
9403312,6906
9404412,6997
9405912,7301
9407012,8356
9408112,7517
9409212,7132
9410312,5395
9411812,5351
9412912,6185
9414012,6352
9415112,6613
9485012,4221
9498312,4252
9499912,8068
9501412,6261
9502512,6527
9503612,5236
9504712,7520
9506212,6646
9507312,6107
9508412,8349
9509512,6192
9511012,6600
9512112,6874
9513212,7418
9514312,5614
9515412,8235
9516912,6426
9518012,5428
9519112,7737
9520212,5783
9521712,6021
9629712,6434
9631313,8381
9632512,7039
9633613,5294
9634812,4967
9636412,4532
9637512,4421
9638612,4589
9639712,5777
9641212,7146
9642312,8151
9643412,7087
9644512,8272
9646012,7773
9647112,7676
9648212,6098
9649312,8328
9650412,6978
9651912,4238
9653012,5532
9654112,7189
9655212,5337
9656712,3744
9657812,6045
9658912,5109
9660012,5117
9661512,7873
9662612,5978
9663712,6318
9664812,8132
9666312,5750
9667412,8036
9668512,7524
9669612,6922
9671112,6269
9672212,5845
9673312,6265
9674412,6414
9676012,6773
9677112,4928
9678212,5656
9679312,5619
9680412,4871
9681912,6161
9683012,7121
9684112,8147
9685212,7544
9686712,4416
9687812,6399
9688912,6918
9690012,4374
9760511,4184
9762011,5080
9763211,3525
9764311,3769
9765411,6519
9766911,5218
9768011,4242
9769111,5662
9770211,6455
9771811,4523
9772911,6550
9774011,5182
9775111,6029
9859312,6231
9860912,6199
9862420,6390
9863612,6052
9864712,6922
9866312,6358
9867412,6513
9868512,8145
9869612,7347
9871112,4960
9872212,6337
9873312,6589
9874412,4651
9875912,6264
9877012,6588
9878112,5007
9879212,6294
9880312,5191
9881812,5363
9882912,5095
9884012,5026
9885112,6004
9886612,5928
9887712,6143
9888812,6638
9889912,5274
9891412,6640
9892512,6255
9893612,7844
9894712,5891
9896312,6223
9897412,7908
9898512,6289
9899612,8107
9901112,6211
9902212,7086
9903312,7407
9904412,5913
9905912,6548
9907012,8049
9908112,8157
9909212,4046
9910312,8090
9911812,5880
9912912,3226
9914012,4497
9915112,7572
9916612,5270
9917712,7382
9918812,6376
9919912,5009
9921412,5217
9922512,4415
9923612,4830
9924712,6735
9934612,6944
10008621,4954
10010222,7282
10011712,7197
10012812,7634
10013912,3773
10015012,5545
10016512,8306
10017612,7193
10102410,5200
10104010,5150
10105210,6524
10106812,7122
10107912,7359
10109012,8181
10110112,7660
10111612,6112
10112712,6118
10113812,6198
10114912,4930
10116412,5801
10117512,7428
10118612,7053
10119712,5477
10121212,7398
10122312,5140
10123412,5388
10124512,5797
10126012,8040
10127112,6828
10128212,7403
10129312,4257
10130412,4969
10131912,8804
10133012,3684
10134112,5845
10135212,7052
10136712,4869
10137812,4695
10138912,7756
10140012,9387
10141512,3396
10142612,6995
10143712,5064
10144812,4950
10146412,5207
10147512,5584
10148612,5868
10149712,4375
10151212,5181
10152312,3133
10153412,6607
10154512,3896
10156012,4743
10157112,6227
10158212,6638
10159312,6292
10160412,5547
10161912,6092
10163012,6464
10164112,7016
10165212,7124
10166712,6098
10167812,8132
10168912,5215
10170012,6528
10171512,5651
10172612,4815
10173712,3960
10174812,7150
10176312,6026
10177412,4274
10178512,3791
10268110,4456
10343912,6632
10345512,8637
10347012,9591
10348112,8366
10349212,7132
10350312,6588
10351812,6965
10352912,9186
10354012,9633
10355112,8641
10356612,6838
10357712,6030
10358812,5310
10359912,3955
10361412,2193
10362512,4695
10363612,6525
10364712,5154
10366212,7007
10367312,6177
10368412,5839
10369512,3670
10371112,4874
10372212,4362
10373312,3526
10374412,4202
10375912,5459
10377012,5081
10378112,5497
10379212,6816
10380312,9522
10381812,9186
10382912,9242
10384012,7000
10385112,5624
10386612,4848
10387712,5146
10388812,5936
10389912,6975
10391412,6224
10392512,4731
10393612,6854
10394712,4519
10396212,5551
10397312,3916
10398412,5710
10399512,5253
10401012,6097
10402112,6520
10403212,4756
10404312,6538
10405412,5706
10406912,5096
10408012,5891
10409112,5984
10410212,6292
10411812,6186
10412912,5306
10414012,4846
10415112,5192
10416612,5857
10417712,5988
10418812,7676
10508512,8616
10525412,4680
10526912,8302
10528012,7428
10529112,6537
10530212,4373
10531712,5394
10532812,5086
10533912,5029
10535012,5490
10631012,5704
10632612,8409
10633812,3624
10634912,7060
10636412,8018
10637512,7869
10638612,5591
10639712,11471
10641212,6282
10642312,5619
10643412,7381
10644512,9988
10646012,2192
10647112,10194
10648212,6772
10649312,5210
10650412,5096
10651912,7222
10653012,3463
10654112,7944
10655212,7209
10656712,4685
10657812,4484
10658912,4430
10660012,5891
10661512,4718
10662612,7498
10663712,6221
10664812,4452
10666412,3868
10667512,8523
10668612,4425
10669712,9855
10671212,6655
10672312,4633
10673412,3762
10674512,3270
10676012,4933
10677112,8435
10678212,5558
10679312,6205
10680412,4257
10681912,4282
10683012,8915
10684112,5624
10685212,7322
10686712,9494
10687812,6260
10688912,7256
10690012,4627
10691512,7720
10692612,7329
10693712,6021
10694812,7507
10785012,5737
10786512,5536
10787712,6310
10788812,5616
10789912,5827
10791412,7782
10792512,5196
10793612,5158
10794712,6581
10796312,5180
10797412,5531
10798512,5197
10799612,8882
10801112,4161
10802212,6112
10803312,5211
10804412,4863
10805912,6299
10807012,6336
10808112,7642
10809212,4633
10810312,4892
10882712,8435
10884312,7510
10885512,6527
10887012,8483
10888112,7427
10889212,5576
10890312,7110
10891812,5719
10892912,5429
10894012,5862
10895112,6597
10896612,6332
10897712,4495
10898812,6416
10899912,7394
10901412,5503
10902512,5954
10903612,3360
10904712,6316
10906212,5970
10907312,6103
10908412,6267
10909512,5182
10911012,5812
10912112,6136
10913212,5030
10914312,6917
10915412,6048
10916912,5483
10918012,4525
10919112,6081
10920212,7513
10921812,6112
10922912,6611
10924012,6383
10925112,6352
10935110,5829
10936610,6193
10937710,7432
10938810,6253
10939910,5952
10941412,6334
11031110,7972
11032710,3437
11033980,6651
11035113,7709
11036610,6788
11037710,11016
11038810,10571
11039910,9025
11041410,9866
11042510,10159
11043610,5175
11044710,5911
11046212,8027
11047312,3715
11048412,3457
11049512,8578
11051012,5981
11052112,4196
11053212,5750
11054312,5672
11055412,2701
11056912,7024
11058012,6503
11059112,2341
11060212,5844
11061812,4981
11062912,1854
11064012,342
11065112,5865
11137813,6487
11139412,5373
11140912,7339
11142012,7662
11143112,7393
11144212,12166
11145312,9303
11146812,8543
11147912,10505
11149012,8621
11150112,5512
11151612,7702
11152712,4460
11153812,2361
11154912,6947
11156412,4577
11157512,3284
11158612,6505
11159712,6682
11161212,1783
11162312,5143
11163412,6175
11164512,3844
11166012,6908
11167112,8757
11168212,3621
11169312,6294
11170412,8657
11172012,3644
11173112,6748
11174212,9132
11175312,5262
11176812,7166
11177912,9876
11179012,4713
11267910,4181
11269510,6582
11271012,6425
11272112,6135
11273212,4955
11274312,6454
11275412,4470
11276912,7382
11278012,8381
11279112,5788
11280212,5494
11281712,3824
11282812,3311
11283912,6699
11285012,8314
11286612,3846
11287712,7842
11288812,7239
11289912,4550
11291412,8135
11292512,7263
11293612,2614
11294712,4776
11296212,4831
11297312,5843
11298412,6744
11299512,7782
11301012,3072
11302112,6599
11303212,5964
11304312,4396
11305412,7553
11306912,7245
11308012,3351
11309112,5998
11310212,5538
11311712,3262
11312812,6059
11313912,6466
11315012,2248
11386912,4832
11388412,6059
11389512,5162
11391012,4925
11392112,4652
11393212,3331
11394312,3497
11395412,4332
11396912,5177
11398012,5460
11399112,8258
11400212,5381
11401712,5838
11402812,6713
11403912,8113
11405012,7658
11406512,8501
11407612,8368
11408712,7380
11409812,7502
11411312,5292
11412412,3793
11413512,4403
11414612,2910
11503512,6571
11518212,7143
11519712,4598
11521212,5653
11522312,4940
11523412,5390
11524512,5983
11526012,6204
11527112,5868
11528212,6868
11529312,7242
11530412,6725
11531912,7104
11533012,5918
11534112,5817
11535212,4453
11536812,5776
11537912,4695
11539012,6523
11540112,3961
11541612,4598
11542712,4959
11543812,5503
11544912,4344
11546412,6451
11547512,6961
11548612,7337
11549712,8170
11551212,6201
11552312,8028
11553412,7631
11554512,7750
11556012,7090
11557112,7330
11558212,5423
11559312,4885
11560412,5303
11561912,5622
11563012,6625
11564112,6532
11565212,5660
11566712,6605
11567812,6291
11568912,7208
11570012,5923
11665810,5186
11667578,6845
11668710,7046
11669910,6146
11671410,4219
11672510,4809
11673610,7585
11674710,4721
11676210,6921
11677310,4945
11678410,3571
11679510,5626
11681112,4705
11682212,5221
11683312,6908
11684412,7241
11685912,7080
11687012,6473
11688112,8257
11777918,7335
11779518,5464
11781012,5477
11782212,5540
11783312,4996
11784412,4994
11785912,5391
11787012,4021
11788112,6028
11789212,5401
11790312,4599
11791812,6855
11792912,7547
11794012,7386
11795112,7064
11796712,8391
11797812,7717
11798912,7342
11800012,6221
11801512,6903
11802612,8252
11803712,6632
11804812,7463
11806312,8956
11807412,6082
11808512,6283
11809612,6201
11811112,7441
11812212,5918
11813312,4410
11814412,7056
11815912,5068
11817012,4899
11818112,6556
11819212,8149
11820312,7276
11821812,6033
11822912,5657
11824012,3495
11825112,5337
11826612,5417
11827712,4404
11828812,4783
11829912,4123
11831412,7370
11832512,3804
11833612,5257
11834712,7615
11836312,8308
11837412,7744
11838512,9416
11839612,10255
11841112,4385
11842212,5307
11843312,4968
11844412,4868
11917210,3816
11918712,5181
11919812,7109
11921312,5984
11922412,7074
11923512,7069
11924612,6061
11934512,5703
12026712,4276
12028212,7856
12029412,6428
12030912,5224
12032012,6578
12033112,7855
12034212,4728
12035312,6647
12036912,6835
12038012,6612
12039112,3139
12040212,4502
12041712,5801
12042812,5528
12043912,5477
12045012,8781
12046512,6311
12047612,3380
12048712,7089
12049812,5573
12051312,6289
12052412,6782
12053512,4840
12054612,3959
12056112,7051
12057212,8831
12058312,7041
12059412,9768
12060912,10509
12062012,8156
12063112,4207
12064212,7231
12065312,8733
12066812,4039
12067912,6091
12069012,9794
12070112,7322
12071612,3344
12072712,7812
12073812,7830
12074912,4340
12076512,5663
12077612,7531
12078712,7880
12079812,4051
12081312,8406
12082412,3874
12083512,6473
12084612,5583
12086112,8262
12087212,5495
12088312,6165
12089412,6897
12090912,3261
12092012,4571
12093112,10196
12094212,8473
12095312,3347
12096812,8624
12097912,8359
12099012,4488
12100112,4962
12171312,5686
12172912,7811
12263312,5512
12264912,6118
12266412,4910
12267512,6006
12268612,6059
12269712,4903
12271212,5815
12272312,4596
12273412,5580
12274512,6946
12276012,5816
12277112,5980
12278212,5070
12279312,4592
12280412,5785
12281912,6210
12283012,6782
12284112,6424
12285212,6215
12286712,5258
12287812,6982
12288912,6871
12290012,6967
12291512,5697
12292612,8016
12293712,8432
12294812,6873
12296312,9402
12297412,7958
12298512,7596
12299612,7328
12301212,8024
12302312,5281
12303412,5311
12304512,2665
12306012,3669
12307112,3482
12308212,2334
12309312,3518
12310412,5762
12311912,5231
12313012,5435
12314112,6696
12315212,5280
12316712,5341
12317812,5703
12318912,4488
12320012,3711
12321512,5359
12322612,4518
12323712,6763
12324812,4654
12326312,7793
12327412,7193
12328512,9858
12329612,8023
12331112,8944
12332212,7453
12333312,5975
12334412,6479
12335912,7356
12337012,6099
12338112,7314
12339212,6182
12429112,5529
12442512,7826
12444012,7191
12445112,6482
12519010,6715
12520612,7124
12522112,6381
12523212,7519
12524312,5096
12525412,4961
12526912,4603
12528012,7143
12529112,7054
12530212,4125
12531712,5204
12532812,7972
12533912,5930
12535012,3527
12536512,5046
12537612,4342
12538712,5659
12539812,5524
12541312,4901
12542412,5624
12543512,7789
12544612,5495
12546112,6328
12547212,5254
12548312,4143
12549412,6561
12550912,5597
12552012,7941
12553112,8766
12554212,4574
12555312,2705
12556912,5553
12558012,3538
12559112,4380
12560212,7545
12561712,7403
12562812,5673
12563912,7361
12565012,5275
12566512,5675
12567612,5591
12568712,8864
12569812,8113
12571312,4915
12572412,4430
12573512,6123
12574612,3943
12576112,7194
12577212,4871
12578312,4605
12579412,4682
12580912,6306
12582012,6800
12583112,6988
12584212,5509
12585312,6800
12586812,4389
12587912,5749
12589012,7189
12590112,10102
12703610,3919
12705212,8322
12706712,8323
12707912,1278
12709012,8092
12710112,9384
12711612,2587
12712712,5966
12713812,8684
12714912,3562
12786712,2472
12788212,8122
12789412,7203
12790912,5715
12792012,7410
12793112,5801
12794212,3905
12795312,7424
12796912,8151
12798012,5461
12799112,6568
12800212,6263
12801712,4747
12802812,4545
12803912,9147
12805012,6082
12806512,6469
12807612,8822
12808712,7664
12809812,3487
12811312,7451
12812412,8519
12813512,4258
12814612,6169
12816112,8075
12817212,3714
12818312,3118
12819412,7304
12820912,5614
12822012,5313
12823112,6249
12824212,7051
12825312,3824
12826812,5766
12827912,9093
12829012,4745
12830112,4005
12831612,10166
12832712,5925
12833812,2230
12834912,7344
12836512,6583
12837612,4126
12838712,6824
12839812,7670
12841312,4591
12842412,5589
12843512,8758
12844612,4676
12846112,5899
12847212,7634
12848312,5620
12849412,2872
12850912,9347
12940410,3463
12961110,7600
12962610,6620
12963710,6870
12964810,7283
12966312,3707
12967412,4006
12968512,7059
12969612,8233
12971112,5599
12972212,5634
12973312,4979
12974412,6841
12975912,5666
12977012,4052
12978112,4880
12979212,5616
12980312,6621
13052912,4942
13054512,5018
13056012,5110
13057112,5662
13058212,4793
13059312,6958
13060412,6712
13061912,7837
13063012,4779
13064112,5411
13065212,4563
13066812,5375
13067912,3849
13069012,3973
13070112,4177
13071612,6041
13072712,6752
13073812,9105
13074912,8052
13076412,5563
13077512,8844
13078612,8657
13079712,6656
13081212,7259
13082312,7668
13083412,8837
13084512,7597
13086012,6125
13087112,5316
13088212,6247
13089312,5357
13090412,4059
13091912,3984
13093012,2093
13094112,143
13095212,811
13096712,5726
13097812,7362
13098912,9952
13100012,11480
13101512,9544
13102612,8916
13103712,9658
13104812,8378
13106412,8389
13107512,8233
13196910,6585
13198410,7651
13199510,6497
13201012,5378
13202112,8537
13203212,7998
13204312,8240
13205412,6720
13206912,8389
13208012,6803
13209112,6318
13210212,6186
13211712,6313
13212812,6308
13213912,5816
13215012,5147
13216612,5373
13217712,5966
13218812,5651
13219912,6798
13221412,4738
13222512,6255
13223612,6588
13224712,5597
13226212,7452
13227312,6465
13228412,6500
13229512,7318
13303310,5871
13304810,5444
13306310,6450
13307410,7078
13308510,6440
13309610,6020
13311112,6207
13312212,5610
13313312,6026
13314412,6321
13315912,6299
13317012,6447
13318112,6830
13319212,6134
13320312,6060
13321812,5816
13322912,5941
13324012,6999
13325112,6426
13326712,6309
13327812,7732
13328912,7215
13330012,7015
13331512,6373
13332612,7293
13333712,5621
13334812,6939
13336312,6175
13337412,5693
13338512,6777
13339612,5019
13341112,7265
13342212,7103
13343312,5845
13344412,6368
13345912,5521
13435712,5826
13449220,6796
13450710,6515
13452212,6368
13453312,6068
13454412,5605
13455912,6935
13457012,5444
13458112,7320
13459212,5975
13460312,6419
13461812,6834
