timestamp_ms,ir_ambient_c,ir_object_c,sound_peak,sound_volts,ax,ay,az,gx,gy,gz,mx,my,mz
9407,26.71,26.21,1229,0.248,880,-132,-13492,96,333,87,0,0,0
9410,26.71,26.21,2654,0.535,720,-112,-13864,105,308,86,0,0,0
9415,26.71,26.21,3174,0.639,764,-152,-13620,97,292,119,0,0,0
9436,26.71,26.21,1186,0.239,704,-132,-13936,118,351,99,0,0,0
9441,26.71,26.21,2691,0.542,816,-136,-13796,98,321,122,0,0,0
9446,26.71,26.21,1032,0.208,888,-108,-13396,86,298,106,0,0,0
9450,26.71,26.21,1776,0.358,868,-28,-13364,131,342,76,0,0,0
9455,26.71,26.21,1556,0.313,856,-96,-13516,91,364,77,0,0,0
9541,26.71,26.21,1503,0.303,788,-176,-13868,96,332,110,0,0,0
9546,26.71,26.21,3635,0.732,860,-172,-13368,86,325,108,0,0,0
9551,26.71,26.21,2525,0.509,840,-156,-13228,90,316,105,0,0,0
9555,26.71,26.21,3704,0.746,784,-80,-13380,100,360,79,0,0,0
9560,26.71,26.21,4634,0.933,744,-220,-13764,117,329,89,0,0,0
9565,26.71,26.21,5041,1.015,816,-16,-13832,109,323,83,0,0,0
9571,26.71,26.21,6702,1.35,896,-144,-13372,99,309,103,0,0,0
9576,26.71,26.21,4729,0.953,956,-112,-13376,96,342,100,0,0,0
9581,26.71,26.21,3696,0.744,840,-136,-13516,102,341,68,0,0,0
9585,26.71,26.21,3402,0.685,792,-144,-13916,95,320,111,0,0,0
9590,26.71,26.21,3604,0.726,720,-124,-13768,67,309,91,0,0,0
9661,26.77,26.27,2841,0.572,796,-116,-13856,91,328,96,0,0,0
9666,26.77,26.27,3913,0.788,804,-168,-13788,97,329,126,0,0,0
9670,26.77,26.27,1920,0.387,868,-148,-13512,100,321,116,0,0,0
9675,26.77,26.27,3394,0.684,916,-140,-13200,104,331,82,0,0,0
9680,26.77,26.27,2403,0.484,808,-72,-13620,91,356,118,0,0,0
9686,26.77,26.27,2425,0.488,840,-232,-13772,98,327,89,0,0,0
9770,26.77,26.27,1494,0.301,940,-36,-13496,116,333,95,0,0,0
9775,26.77,26.27,1776,0.358,932,-88,-13256,100,355,101,0,0,0
9780,26.77,26.27,2278,0.459,840,-136,-13644,93,338,96,0,0,0
9786,26.77,26.27,2806,0.565,752,-260,-13888,108,328,86,0,0,0
9791,26.77,26.27,1849,0.372,828,-80,-13896,123,332,106,0,0,0
9795,26.77,26.27,1961,0.395,856,-176,-13268,87,330,94,0,0,0
