timestamp_us,ax,ay,az,gx,gy,gz
6000312,956,-360,-13544,138,269,87
6005112,856,-432,-13540,68,329,96
6009912,1016,-432,-13328,119,374,107
6014712,1080,-428,-13472,112,401,101
6019512,1108,-408,-13656,118,345,101
6025412,1092,-372,-13576,122,273,111
6030312,1068,-316,-13448,100,301,109
6035112,1032,-320,-13488,116,372,111
6039912,992,-360,-13380,101,378,96
6044712,1048,-380,-13660,88,301,94
6049512,1172,-496,-13444,112,319,132
6055412,1088,-456,-13404,103,321,88
6060212,984,-452,-13552,97,356,105
6133110,1000,-436,-13556,117,348,96
6134711,1000,-436,-13556,117,348,96
6219812,1032,-344,-13628,124,276,98
6224712,916,-388,-13360,122,324,100
6229612,1064,-404,-13380,77,366,90
6234412,1104,-388,-13636,133,339,103
6240312,1036,-416,-13468,86,320,111
6245112,1100,-396,-13500,108,349,101
6249912,1116,-416,-13600,91,354,116
6254712,1088,-320,-13584,113,313,84
6259512,1024,-444,-13452,104,327,90
6265412,1052,-436,-13504,121,317,102
6270312,1104,-316,-13680,105,316,83
6275112,1120,-364,-13620,91,381,97
6279912,1032,-476,-13696,126,285,108
6284712,1080,-432,-13424,93,316,95
6289512,1112,-536,-13512,103,355,106
6295412,1112,-444,-13576,120,319,89
6379012,1112,-444,-13576,120,319,89
6380512,1112,-444,-13576,120,319,89
6455112,1084,-408,-13516,102,353,122
6472012,1136,-436,-13504,107,335,99
6474612,1028,-508,-13416,115,359,88
6479412,1036,-484,-13520,120,344,87
6485312,1000,-404,-13512,108,330,95
6490112,1080,-444,-13428,69,307,110
6495012,1120,-472,-13256,90,328,106
6499812,1008,-592,-13504,77,351,103
6504612,1148,-476,-13488,106,311,106
6509412,952,-492,-13400,88,334,109
6515312,996,-340,-13516,112,344,98
6520112,1132,-536,-13564,116,337,115
6524912,1020,-380,-13632,114,329,82
6548812,1024,-496,-13400,100,371,97
6550321,1024,-496,-13400,100,371,97
6555412,1164,-448,-13644,149,328,98
6560212,1084,-304,-13432,107,233,112
6647010,1132,-472,-13676,108,323,99
6649610,1048,-440,-13604,120,315,111
6654412,1028,-392,-13440,136,293,110
6727510,1092,-456,-13648,98,347,100
6730110,1092,-456,-13648,98,347,100
6734912,1016,-472,-13560,117,353,101
6739712,1048,-504,-13572,107,333,105
6744512,1148,-512,-13608,126,318,101
6750412,1080,-476,-13488,92,312,98
6755212,984,-460,-13716,95,347,82
6760012,1028,-356,-13368,101,321,98
6764912,1088,-440,-13500,109,353,98
6769712,1092,-452,-13472,110,342,108
6774512,996,-472,-13512,117,337,92
6780412,1004,-336,-13552,110,313,94
6785212,1108,-460,-13580,103,309,107
6790012,1108,-352,-13380,88,343,118
6794812,1100,-428,-13664,88,321,90
6878812,1100,-428,-13664,88,321,90
6880412,1100,-428,-13664,88,321,90
6885212,1044,-396,-13484,92,350,100
6890012,1048,-428,-13528,97,354,102
6894912,1020,-340,-13588,139,333,101
6967610,1224,-508,-13828,145,346,107
6988410,1220,320,-14892,617,-544,168
6989910,1220,320,-14892,617,-544,168
6994710,1332,-1736,-11324,346,-314,196
6999512,336,-308,-12588,-685,663,255
7005412,-32,528,-15700,671,637,141
7010212,2164,-816,-13104,377,94,159
7015112,1948,-600,-15752,25,16,125
7019912,748,-60,-11924,529,-566,153
7024712,884,-720,-12408,108,457,165
7029512,816,-24,-12880,-265,1142,142
7035412,1404,-368,-15336,248,631,67
7040212,1348,-452,-13460,164,121,114
7045012,1164,-352,-14204,256,-248,107
7130512,1100,-428,-13288,131,324,87
7134412,1068,-404,-13572,141,323,115
7140312,1012,-408,-13452,97,358,95
7145112,1132,-424,-13688,101,362,92
7149912,1152,-408,-13488,127,310,94
7154712,1112,-448,-13384,134,309,107
7228511,1088,-456,-13444,89,310,102
7230111,1088,-456,-13444,89,310,102
7235111,956,-308,-13624,114,352,107
7239911,1052,-436,-13672,97,343,92
7244711,1028,-472,-13504,120,298,98
7249611,1120,-416,-13652,100,307,90
7254411,1096,-400,-13488,119,332,109
7260311,1032,-344,-13356,93,361,78
7265111,1124,-400,-13536,91,341,100
7269911,1052,-344,-13636,94,345,98
7274711,1032,-320,-13528,97,339,76
7279511,1100,-512,-13456,84,353,100
7363614,1140,-400,-13712,94,305,101
7365214,1140,-400,-13712,94,305,101
7370012,1016,-288,-13580,95,323,111
7374812,1032,-540,-13636,118,347,78
7379612,1288,-556,-13012,169,331,107
7384412,1008,-456,-13892,113,345,87
7390312,936,-524,-12944,-1,349,122
7395112,1272,-404,-14088,251,384,95
7467610,1072,-420,-13596,93,335,82
7481110,1064,-396,-13528,105,322,89
7484810,988,-424,-13460,100,357,103
7489612,1088,-428,-13568,77,343,98
7494412,1124,-452,-13608,131,322,116
7500312,1032,-404,-13408,132,310,78
7505112,1028,-432,-13444,118,352,98
7509912,1084,-384,-13452,118,357,116
7514712,1124,-420,-13496,94,322,106
7519612,1024,-340,-13640,106,311,90
7632112,944,-396,-13460,120,337,108
7635012,940,-404,-13496,87,330,89
7639812,1104,-468,-13504,111,358,105
7644612,1028,-460,-13544,102,352,89
7649412,1100,-556,-13612,94,318,100
7655312,1172,-360,-13496,86,335,116
7660112,1060,-300,-13540,102,353,93
7665012,1152,-380,-13568,131,311,128
7669812,1164,-384,-13588,115,331,98
7674612,1064,-412,-13640,112,364,88
7747511,1108,-436,-13240,118,325,104
7750311,1076,-464,-13596,97,339,89
7755111,1132,-420,-13632,111,310,91
7759911,1028,-348,-13552,94,340,113
7764711,1012,-492,-13496,124,360,109
7769611,1116,-384,-13416,116,321,84
7774411,1096,-464,-13632,114,324,108
7780311,1044,-412,-13500,105,318,98
7863610,1108,-448,-13472,93,349,108
7865212,1108,-448,-13472,93,349,108
7870012,1120,-396,-13428,113,323,115
7874812,1076,-340,-13532,113,299,86
7879612,988,-428,-13544,94,326,105
7884412,1004,-264,-13560,110,335,92
7890312,1016,-368,-13548,131,343,117
7895212,1188,-420,-13412,111,338,113
7900012,1056,-336,-13584,126,274,88
7904812,1120,-524,-13476,110,318,103
7909612,1092,-396,-13680,83,353,106
7914412,976,-460,-13460,106,341,102
7987610,1120,-432,-13452,93,343,83
8015112,1096,-368,-13644,95,351,107
8019912,1180,-396,-13560,113,333,88
8024712,1056,-456,-13284,118,330,85
8029612,1124,-512,-13600,103,319,121
8034412,1104,-440,-13548,111,303,79
8122312,1068,-344,-13448,112,354,105
8125268,1000,-440,-13432,102,348,92
8130112,1032,-320,-13432,115,311,100
8134912,1084,-500,-13592,103,318,100
8139712,992,-472,-13488,108,318,90
8144512,1088,-404,-13660,85,365,72
8150412,1112,-400,-13588,123,356,92
8155312,1120,-392,-13324,121,307,92
8160112,1064,-472,-13668,101,311,111
8164912,1052,-428,-13304,89,318,112
8169712,1164,-284,-13548,91,370,71
8174512,928,-404,-13560,108,320,86
8180412,1136,-452,-13560,98,320,91
8185212,1076,-340,-13436,131,336,116
8258010,1064,-304,-13636,151,341,85
8259611,1064,-304,-13636,151,341,85
8264411,1044,-440,-13544,83,275,88
8270311,1056,-416,-13508,96,316,101
8355110,1056,-416,-13508,96,316,101
8360112,1076,-456,-13480,109,318,111
8364912,1080,-380,-13664,115,337,105
8369812,1132,-448,-13552,128,340,88
8374612,1004,-464,-13616,120,329,103
8379412,960,-412,-13556,92,333,111
8385312,1112,-384,-13528,103,350,103
8390112,1092,-440,-13440,98,304,114
8394912,1004,-440,-13600,123,311,102
8399812,1128,-452,-13352,106,282,91
8404612,1156,-352,-13528,90,345,95
8409412,1068,-416,-13528,87,361,106
8415312,1040,-440,-13532,102,332,96
8420112,1160,-344,-13584,124,329,94
8424912,1072,-400,-13480,99,330,90
8434811,1068,-336,-13516,118,308,109
8511212,1216,-488,-13340,107,369,85
8515114,1076,-368,-13364,114,322,114
8599112,1112,-476,-13684,109,306,99
8600612,1112,-476,-13684,109,306,99
8604612,1068,-444,-13468,110,331,111
8626412,1108,-396,-13472,117,327,98
8630312,1064,-444,-13540,109,311,125
8635112,1044,-508,-13564,92,351,99
8639912,1104,-392,-13476,101,367,94
8644712,1108,-484,-13496,95,342,107
8649512,948,-424,-13604,79,330,98
8654412,1148,-432,-13684,107,312,90
8660312,1160,-464,-13408,92,323,89
8665112,972,-544,-13544,105,339,97
8669912,1112,-336,-13556,105,327,72
8674712,1032,-336,-13564,120,343,108
8679512,1032,-456,-13480,115,346,84
8685412,1112,-504,-13552,115,339,90
8690212,1092,-352,-13548,105,335,92
8695112,1072,-496,-13540,106,332,96
8855910,1156,-464,-13520,111,322,108
8859810,1132,-420,-13548,86,333,85
8864712,984,-532,-13584,107,318,100
8869512,996,-436,-13448,101,343,129
8875412,1092,-416,-13648,80,337,119
8880212,1080,-448,-13392,115,341,113
8885012,932,-368,-13660,103,323,108
8889812,1060,-460,-13460,95,322,95
8894612,1056,-408,-13452,95,328,94
8899412,1144,-476,-13524,97,357,104
8905412,1076,-492,-13608,113,310,79
8910212,1160,-388,-13412,133,326,102
8915012,1164,-416,-13540,105,320,80
8919812,1024,-384,-13480,91,356,94
8924612,1100,-380,-13460,108,332,92
8941611,1016,-388,-13472,101,330,109
8945411,1104,-384,-13608,118,366,99
9031012,1004,-408,-13384,76,336,99
9034912,1032,-424,-13708,83,359,90
9039712,1076,-432,-13496,117,337,100
9112412,1036,-536,-13548,104,346,105
9115012,972,-412,-13392,87,318,108
9119812,1160,-436,-13516,115,309,108
9124712,1104,-388,-13592,99,321,91
9129512,1112,-476,-13492,91,328,97
9135412,1128,-412,-13472,120,354,118
9140212,1112,-472,-13504,105,343,92
9145012,1092,-356,-13384,98,335,102
9149812,1196,-464,-13600,119,316,107
9154612,1172,-416,-13532,85,341,100
9159412,1052,-452,-13564,103,347,99
9165412,1016,-500,-13452,119,336,110
9170212,1088,-404,-13460,119,313,87
9175012,1128,-440,-13516,99,315,90
9261512,1016,-440,-13424,104,319,114
9265412,1032,-488,-13472,111,332,97
9270212,996,-416,-13564,118,311,79
9275012,988,-476,-13532,115,313,92
9279912,1008,-352,-13600,82,326,88
9284712,1088,-464,-13580,122,346,90
9357210,1160,-384,-13540,93,337,90
9359810,1172,-560,-13640,109,317,92
9364712,1084,-380,-13544,93,312,87
9369512,1068,-360,-13508,98,336,108
9375412,988,-400,-13384,117,342,80
9380212,1200,-488,-13612,100,319,92
9385012,1092,-456,-13632,113,333,114
9389812,936,-456,-13596,105,346,99
9394612,1008,-412,-13728,97,329,87
9399412,1096,-360,-13508,116,339,107
9405412,996,-376,-13560,97,310,108
9492111,1060,-456,-13676,103,315,103
9504310,1040,-400,-13592,91,318,112
9505810,1040,-400,-13592,91,318,112
9509510,1116,-388,-13440,115,332,92
9515412,1092,-428,-13400,127,322,98
9520212,1092,-408,-13600,101,321,83
9525012,1024,-544,-13680,83,347,97
9529912,1168,-348,-13532,116,340,103
9534712,1120,-428,-13568,109,309,107
9631211,1144,-448,-13480,119,321,76
9635111,964,-416,-13512,102,345,97
9640011,1092,-532,-13572,111,345,131
9644811,1068,-336,-13504,102,334,95
9649611,1032,-484,-13544,117,328,89
9654411,964,-420,-13568,103,330,93
9660311,948,-344,-13560,110,323,101
9665111,1064,-448,-13492,104,315,99
9669911,1036,-328,-13444,101,323,86
9674711,1196,-396,-13528,118,364,117
9758219,1196,-396,-13528,118,364,117
9759822,1108,-348,-13576,112,322,94
9764612,1044,-500,-13712,107,321,89
9769412,1016,-332,-13584,89,347,112
9775412,1088,-488,-13564,114,337,95
9780212,1044,-436,-13608,104,336,108
9785012,1064,-476,-13628,97,316,85
9789812,1136,-404,-13728,80,349,96
9794612,1036,-352,-13616,91,329,121
9799412,1064,-380,-13504,113,331,101
9872311,1080,-384,-13348,118,331,110
9875111,1032,-348,-13476,93,335,110
9880011,1068,-384,-13632,101,362,105
9884811,1092,-444,-13572,114,339,109
9889611,1104,-288,-13552,115,319,101
9894411,1072,-424,-13580,96,291,98
9900311,1020,-452,-13532,87,337,94
9905111,1064,-388,-13444,102,354,96
9989812,1148,-492,-13444,119,343,95
10003410,1096,-388,-13472,113,321,110
10004910,1096,-388,-13472,113,321,110
10009812,1132,-456,-13544,105,330,94
10014612,1128,-460,-13544,108,359,112
10019412,1032,-404,-13704,91,348,95
10025312,1024,-356,-13388,115,350,109
10030112,1184,-532,-13444,115,318,111
10034912,1056,-320,-13552,97,320,107
10039812,1016,-420,-13564,99,327,100
10044612,1112,-464,-13592,104,347,89
10049412,1080,-472,-13476,100,326,109
10123710,1052,-436,-13404,105,329,106
10125210,1052,-436,-13404,105,329,106
10130112,1012,-404,-13500,114,337,102
10134912,1100,-460,-13492,99,333,98
10139812,1036,-464,-13576,97,293,119
10144612,1044,-412,-13496,85,354,102
10149412,1072,-400,-13588,113,351,98
10240810,1112,-572,-13352,125,317,99
10244711,996,-428,-13532,123,335,105
10249511,984,-372,-13388,104,317,100
10255411,1176,-484,-13456,130,324,92
10260211,1000,-360,-13532,112,310,97
10265011,1120,-328,-13648,115,322,119
10269811,1048,-380,-13524,105,328,90
10274611,1156,-468,-13444,112,336,108
10279411,1168,-332,-13516,79,309,100
10285411,1168,-420,-13588,108,305,112
10290211,1120,-372,-13524,79,337,117
10295011,1064,-472,-13744,133,319,100
10299811,1120,-348,-13428,107,314,97
10374810,1012,-308,-13632,130,348,125
10379610,1176,-488,-13400,106,327,103
10384512,1132,-464,-13480,122,333,108
10390412,968,-364,-13496,128,313,105
10479612,1080,-392,-13508,102,330,102
10496812,1072,-484,-13460,96,326,114
10499412,1032,-388,-13524,108,331,71
10505312,1160,-400,-13524,95,359,93
10510212,1112,-412,-13632,108,338,84
10515012,1016,-504,-13620,126,346,92
10519812,1044,-424,-13416,78,321,82
10524612,1040,-404,-13584,132,337,87
10529412,1032,-488,-13620,104,336,86
10535312,1048,-472,-13496,135,354,99
10540112,1072,-412,-13544,99,326,130
10544912,1016,-484,-13564,115,324,87
10549812,1088,-384,-13540,108,352,96
10554612,1072,-424,-13596,119,347,103
10559412,1120,-436,-13576,100,323,108
10565312,1100,-328,-13448,116,366,100
10664210,1116,-380,-13428,98,341,97
10665810,1116,-380,-13428,98,341,97
10669712,1068,-332,-13552,102,325,114
10759311,1100,-420,-13652,107,329,105
10760968,1100,-420,-13652,107,329,105
10764811,1120,-372,-13452,95,326,80
10769611,1032,-452,-13588,98,334,93
10774511,1116,-440,-13520,113,333,94
10780411,984,-404,-13604,122,327,103
10785211,1156,-404,-13612,83,329,97
10790011,1124,-376,-13600,119,337,105
10794811,1080,-440,-13572,100,318,89
10799611,1136,-436,-13480,119,345,97
10804411,1024,-408,-13520,112,350,89
10810311,1108,-492,-13648,101,337,107
10815211,1100,-472,-13616,134,323,90
10820011,1088,-364,-13432,84,335,91
10824811,1060,-504,-13516,123,334,121
10829611,1044,-472,-13544,112,331,98
10834411,1124,-444,-13684,104,317,95
10909010,996,-492,-13424,114,322,115
11000910,996,-492,-13424,114,322,115
11013010,1132,-452,-13500,105,332,119
11014512,1064,-440,-13468,111,322,106
11019412,1012,-364,-13572,91,340,105
11025412,1052,-372,-13444,88,320,109
11030212,1124,-420,-13504,106,337,96
11035012,940,-440,-13536,111,336,93
11039812,1040,-444,-13464,118,302,100
11044612,1028,-384,-13408,118,354,95
11049412,1164,-312,-13356,104,349,100
11055412,1112,-412,-13640,107,347,104
11060212,1052,-432,-13500,106,324,72
11065012,1120,-480,-13628,112,327,105
11069812,988,-400,-13520,93,316,91
11074612,1112,-468,-13456,126,331,124
11079412,1072,-404,-13464,122,340,103
11085312,1064,-468,-13424,110,329,105
11176612,1104,-484,-13524,117,341,123
11180312,992,-336,-13352,120,350,102
11256512,956,-492,-13648,101,344,81
11260512,1216,-352,-13444,104,355,106
11265312,1088,-440,-13496,92,319,97
11270212,1104,-580,-13424,98,335,86
11275012,1104,-312,-13752,99,343,97
11279812,1084,-584,-13556,117,316,106
11284612,1140,-404,-13432,83,308,88
11289412,1008,-504,-13556,94,327,109
11295312,1172,-296,-13616,87,343,99
11300112,1040,-452,-13632,130,334,70
11304912,988,-480,-13396,90,322,101
11309812,1024,-352,-13380,98,346,109
11314612,1064,-472,-13616,91,346,95
11319412,1016,-504,-13616,148,327,102
11325312,1096,-392,-13532,101,313,77
11415610,1108,-452,-13536,106,338,87
11420410,1004,-452,-13544,101,314,99
11425212,1072,-348,-13568,76,360,99
11435211,1096,-408,-13420,124,327,117
11440111,1024,-424,-13568,91,335,110
11514012,956,-476,-13652,79,349,106
11515512,956,-476,-13652,79,349,106
11520412,1064,-388,-13596,117,314,113
11525212,1100,-508,-13588,93,303,106
11530112,1072,-416,-13412,103,334,93
11534912,1204,-536,-13512,103,367,107
11539712,1028,-356,-13520,114,347,103
11544512,1080,-384,-13604,124,330,91
11550412,1004,-348,-13356,104,313,94
11555212,1184,-476,-13576,111,341,90
11560012,1092,-460,-13728,108,353,98
11564812,992,-412,-13492,110,337,106
11569712,1172,-524,-13700,104,331,87
11685510,1168,-360,-13540,96,351,111
11690410,1068,-480,-13504,86,332,105
11695312,1040,-464,-13448,124,335,85
11700112,1084,-476,-13716,116,319,103
11704912,1136,-384,-13532,126,307,92
11709712,1012,-528,-13500,79,328,116
11714512,1056,-372,-13352,97,336,97
11789010,1180,-412,-13628,108,331,107
11790510,1180,-412,-13628,108,331,107
11795412,1040,-392,-13492,111,328,81
11800212,1180,-440,-13440,106,332,88
11805012,1076,-436,-13380,102,339,96
11809912,1056,-408,-13556,117,341,107
11814712,1052,-396,-13552,118,310,100
11819512,1044,-492,-13484,94,324,86
11825412,1136,-436,-13492,112,329,102
11830212,1100,-368,-13616,101,343,71
11835012,1028,-304,-13388,120,333,105
11923910,1028,-304,-13388,120,333,105
11925520,1080,-536,-13588,116,310,105
11936610,976,-380,-13496,79,343,90
11940310,1060,-404,-13560,111,344,93
11945112,988,-336,-13500,103,360,96
11949912,948,-460,-13552,150,296,106
11954712,1100,-416,-13516,97,307,96
11959512,984,-452,-13532,126,328,84
11965412,1112,-492,-13532,106,344,92
12040310,996,-388,-13468,123,339,111
12045210,1044,-448,-13716,121,315,102
12050112,1152,-432,-13620,124,324,102
12054912,980,-388,-13448,114,354,115
12059712,1108,-400,-13428,82,337,88
12064512,1072,-508,-13608,111,325,87
12070412,1016,-456,-13484,108,323,92
12075212,1076,-364,-13516,90,323,95
12080012,1156,-384,-13428,93,323,116
12171610,1036,-284,-13592,97,343,107
12175312,992,-440,-13608,99,338,112
12180112,1044,-448,-13492,76,340,103
12184912,1136,-420,-13492,104,342,97
12189712,1132,-412,-13408,115,300,101
12194512,1100,-464,-13532,127,333,91
12200412,1072,-372,-13452,79,344,95
12205312,960,-516,-13588,91,330,99
12210112,1128,-396,-13620,116,339,84
12214912,976,-428,-13364,109,335,107
12219712,1080,-452,-13428,117,340,99
12293912,1140,-268,-13644,98,316,97
12295412,1136,-452,-13572,88,358,109
12300312,908,-408,-13620,99,350,102
12305212,1056,-364,-13436,112,318,112
12310012,996,-392,-13488,111,328,117
12314812,1052,-388,-13576,102,330,120
12319612,1068,-488,-13588,134,350,111
12409010,1060,-384,-13356,98,353,100
12410610,1024,-384,-13460,123,335,114
12415412,1036,-476,-13500,113,344,117
12420212,996,-432,-13600,106,342,94
12425012,1152,-420,-13516,121,325,102
12442021,1100,-452,-13496,90,325,95
12444612,1092,-460,-13528,130,328,99
12449412,1172,-368,-13444,93,338,102
12455412,1040,-440,-13480,109,332,123
12460212,1216,-304,-13400,104,335,85
12465012,1088,-568,-13632,113,312,108
12469812,1116,-540,-13452,116,349,104
12474612,1100,-440,-13460,114,345,87
12549510,1056,-400,-13548,94,343,129
12554412,1080,-352,-13400,91,346,104
12560312,1064,-396,-13560,99,341,124
12565212,1168,-544,-13652,145,325,107
12570012,1108,-512,-13544,115,308,100
12574812,1032,-508,-13556,127,335,95
12687511,1160,-488,-13468,118,329,89
12690311,972,-320,-13572,120,341,97
12695111,1092,-496,-13680,111,336,116
12699911,1040,-408,-13440,100,337,111
12704711,1080,-524,-13628,106,315,93
12709511,1120,-376,-13532,80,350,113
12715411,1048,-468,-13396,109,325,74
12720211,1160,-352,-13504,113,345,102
12725111,1032,-404,-13472,96,318,96
12729911,1208,-472,-13656,103,300,94
12734711,1160,-504,-13544,103,335,104
12739511,1044,-504,-13660,86,335,79
12745411,884,-552,-13520,91,323,118
12750211,1004,-532,-13464,93,335,110
12825012,1032,-356,-13480,105,324,92
12829912,1136,-408,-13600,106,338,93
12834712,1108,-380,-13480,106,339,95
12925810,968,-464,-13548,81,320,107
12943011,1132,-444,-13636,98,315,89
12944511,1024,-436,-13456,94,344,111
12949511,1044,-504,-13508,116,343,106
12955411,1040,-384,-13468,102,315,71
12960211,1084,-544,-13588,107,341,99
12965011,1032,-424,-13616,93,347,114
12969811,1032,-396,-13456,121,305,92
12974611,1080,-368,-13592,115,312,90
12979511,1112,-476,-13420,107,287,92
12985411,1032,-436,-13444,111,333,103
12990211,1032,-484,-13648,77,345,75
12995011,1104,-480,-13436,119,351,92
12999811,1052,-400,-13368,102,345,87
13004611,1196,-356,-13524,117,321,105
13009411,1196,-356,-13524,117,321,105
13015311,984,-428,-13556,107,293,100
13089812,1192,-532,-13712,111,401,98
13182310,1028,-488,-13620,108,366,90
13184910,1072,-348,-13296,131,374,85
13189712,960,-496,-13760,73,293,115
13194512,960,-496,-13760,73,293,115
13200412,1156,-476,-13592,82,341,90
13205312,1120,-416,-13576,140,357,99
13210112,1080,-448,-13732,114,289,104
13214912,984,-344,-13364,136,320,104
13219712,1032,-380,-13652,113,313,88
13224512,1032,-380,-13652,113,313,88
13230412,1200,-452,-13568,72,314,84
13235212,1012,-572,-13524,124,311,104
13240012,1044,-500,-13440,100,312,92
13244912,1156,-280,-13440,136,335,99
13249712,1116,-496,-13572,79,341,82
13254512,1116,-496,-13572,79,341,82
13347312,992,-500,-13424,109,326,103
13350112,1004,-396,-13540,119,349,83
13354912,1132,-468,-13656,109,328,102
13429012,1132,-484,-13568,121,339,117
13442410,1028,-384,-13520,108,355,112
13445010,1052,-532,-13420,108,344,119
13449812,1016,-552,-13508,99,329,104
13454612,1016,-552,-13508,99,329,104
13459412,984,-392,-13616,107,340,94
13465312,976,-508,-13592,121,301,97
13470112,1196,-436,-13324,94,312,99
13474912,1140,-552,-13528,106,322,93
13479812,1068,-376,-13520,84,346,93
13484612,1068,-376,-13520,84,346,93
13489412,1028,-492,-13564,100,347,104
13495312,1108,-392,-13532,104,343,96
13500112,1120,-380,-13412,101,301,93
13504912,1048,-452,-13400,104,344,99
13597812,1040,-388,-13504,115,354,98
13599412,1040,-388,-13504,115,354,98
13604412,1104,-436,-13612,107,336,103
13610312,1028,-424,-13300,110,320,108
13615112,1064,-400,-13504,100,341,125
13714011,1048,-488,-13628,119,366,110
13715611,1156,-420,-13440,114,338,81
13719611,1156,-420,-13440,114,338,81
13724411,1100,-464,-13376,105,318,95
13730311,1052,-436,-13516,110,342,95
13735111,1064,-484,-13444,140,328,114
13739911,1064,-404,-13632,106,349,116
13744711,1056,-476,-13556,94,359,109
13749611,1056,-476,-13556,94,359,109
13754411,1012,-424,-13544,109,346,107
13760311,1128,-400,-13596,98,296,96
13765111,1088,-328,-13616,86,329,128
13769911,1148,-428,-13620,100,327,115
13862110,1052,-472,-13496,127,331,88
13864710,1052,-472,-13496,127,331,88
13869512,1084,-468,-13524,91,326,109
13875412,984,-420,-13560,130,312,101
13880212,1064,-432,-13536,143,311,125
13885112,1148,-412,-13556,115,341,85
13889912,1064,-360,-13612,83,357,115
13964810,1076,-384,-13544,98,337,103
13985510,1064,-392,-13540,135,337,86
13990310,948,-432,-13572,117,325,90
13995112,1136,-396,-13588,122,323,108
13999912,1064,-376,-13536,97,347,85
14004712,1064,-376,-13536,97,347,85
14009512,984,-480,-13500,102,343,78
14015412,1016,-396,-13428,108,325,95
14020212,1148,-356,-13664,84,322,88
14025112,1016,-296,-13472,116,314,99
14029912,1024,-404,-13512,94,340,108
14120010,1060,-492,-13468,108,319,120
14125110,1108,-424,-13456,94,339,92
14129910,1032,-384,-13612,98,339,88
14134710,1032,-384,-13612,98,339,88
14139512,968,-292,-13452,101,328,85
14145412,1128,-472,-13520,106,303,110
14150212,980,-384,-13608,121,318,94
14155112,1168,-452,-13408,131,325,109
14159912,1044,-500,-13448,93,311,106
14233911,1116,-456,-13696,115,326,84
14235511,1092,-376,-13528,94,325,110
14240311,1176,-420,-13604,120,329,101
14245111,1056,-356,-13588,120,317,101
14249911,1056,-356,-13588,120,317,101
14254711,1008,-524,-13492,112,308,89
14259511,1148,-428,-13488,80,315,109
14265411,1012,-320,-13612,107,348,115
14358810,1044,-572,-13488,107,337,85
14360410,1032,-396,-13524,135,331,105
14365212,1012,-400,-13716,101,341,116
14370012,1016,-500,-13528,84,345,113
14374812,1016,-500,-13528,84,345,113
14379612,1056,-340,-13600,129,336,101
14384412,1072,-432,-13524,90,334,104
14390312,1048,-412,-13432,123,319,88
14395212,1084,-432,-13692,89,326,94
14400012,1080,-412,-13476,99,346,98
14404812,1080,-412,-13476,99,346,98
14409612,1120,-372,-13524,103,312,108
14484610,1028,-448,-13416,108,306,82
14501812,996,-500,-13572,92,309,105
14504512,996,-500,-13572,92,309,105
14510412,1124,-460,-13364,104,320,89
14515312,1096,-376,-13584,95,370,107
14520112,1132,-384,-13716,116,337,111
14524912,1092,-524,-13448,116,296,106
14616110,1120,-360,-13524,125,330,100
14620012,1120,-360,-13524,125,330,100
14624812,1048,-404,-13472,126,362,77
14629712,996,-328,-13516,126,357,89
14634512,1040,-348,-13604,108,312,98
14640412,1080,-424,-13616,107,380,105
14645212,1000,-500,-13608,103,346,105
14650012,1000,-500,-13608,103,346,105
14654812,1024,-432,-13588,120,300,112
14659712,1032,-408,-13352,88,325,114
14664512,1052,-388,-13460,109,367,96
