timestamp_ms,ir_ambient_c,ir_object_c,sound_peak,sound_volts,ax,ay,az,gx,gy,gz,mx,my,mz
6769,25.77,26.23,5374,1.082,1092,-452,-13472,110,342,108,0,0,0
6774,25.77,26.23,6723,1.354,996,-472,-13512,117,337,92,0,0,0
6780,25.77,26.23,9270,1.867,1004,-336,-13552,110,313,94,0,0,0
6785,25.77,26.23,3948,0.795,1108,-460,-13580,103,309,107,0,0,0
6790,25.77,26.23,4377,0.882,1108,-352,-13380,88,343,118,0,0,0
6794,25.77,26.23,9918,1.998,1100,-428,-13664,88,321,90,0,0,0
6878,25.77,26.23,1823,0.367,1100,-428,-13664,88,321,90,0,0,0
6880,25.77,26.23,2178,0.439,1100,-428,-13664,88,321,90,0,0,0
6885,25.77,26.23,12114,2.44,1044,-396,-13484,92,350,100,0,0,0
6890,25.77,26.23,6477,1.305,1048,-428,-13528,97,354,102,0,0,0
6894,25.77,26.23,8478,1.708,1020,-340,-13588,139,333,101,0,0,0
6967,25.77,26.23,4210,0.848,1224,-508,-13828,145,346,107,0,0,0
6988,25.77,26.23,6749,1.359,1220,320,-14892,617,-544,168,0,0,0
6989,25.77,26.23,2472,0.498,1220,320,-14892,617,-544,168,0,0,0
6994,25.77,26.23,4638,0.934,1332,-1736,-11324,346,-314,196,0,0,0
6999,25.77,26.23,8232,1.658,336,-308,-12588,-685,663,255,0,0,0
7005,25.77,26.23,5780,1.164,-32,528,-15700,671,637,141,0,0,0
7010,25.77,26.23,4451,0.897,2164,-816,-13104,377,94,159,0,0,0
7015,25.77,26.23,5580,1.124,1948,-600,-15752,25,16,125,0,0,0
7019,25.77,26.23,10474,2.11,748,-60,-11924,529,-566,153,0,0,0
7024,25.77,26.23,9798,1.974,884,-720,-12408,108,457,165,0,0,0
7029,25.77,26.23,5622,1.132,816,-24,-12880,-265,1142,142,0,0,0
7035,25.77,26.23,10689,2.153,1404,-368,-15336,248,631,67,0,0,0
7040,25.77,26.23,5232,1.054,1348,-452,-13460,164,121,114,0,0,0
7045,25.77,26.23,9002,1.813,1164,-352,-14204,256,-248,107,0,0,0
7130,25.77,26.23,5773,1.163,1100,-428,-13288,131,324,87,0,0,0
7134,25.77,26.23,6004,1.209,1068,-404,-13572,141,323,115,0,0,0
7140,25.77,26.23,3768,0.759,1012,-408,-13452,97,358,95,0,0,0
7145,25.77,26.23,3140,0.632,1132,-424,-13688,101,362,92,0,0,0
7149,25.77,26.23,4123,0.83,1152,-408,-13488,127,310,94,0,0,0
7154,25.77,26.23,6183,1.245,1112,-448,-13384,134,309,107,0,0,0
7228,25.73,26.21,4942,0.995,1088,-456,-13444,89,310,102,0,0,0
7230,25.73,26.21,1265,0.255,1088,-456,-13444,89,310,102,0,0,0
7235,25.73,26.21,4807,0.968,956,-308,-13624,114,352,107,0,0,0
7239,25.73,26.21,5621,1.132,1052,-436,-13672,97,343,92,0,0,0
7244,25.73,26.21,5927,1.194,1028,-472,-13504,120,298,98,0,0,0
7249,25.73,26.21,5606,1.129,1120,-416,-13652,100,307,90,0,0,0
7254,25.73,26.21,6881,1.386,1096,-400,-13488,119,332,109,0,0,0
7260,25.73,26.21,7983,1.608,1032,-344,-13356,93,361,78,0,0,0
7265,25.73,26.21,8371,1.686,1124,-400,-13536,91,341,100,0,0,0
7269,25.73,26.21,5264,1.06,1052,-344,-13636,94,345,98,0,0,0
7274,25.73,26.21,6300,1.269,1032,-320,-13528,97,339,76,0,0,0
7279,25.73,26.21,3346,0.674,1100,-512,-13456,84,353,100,0,0,0
7363,25.73,26.21,2141,0.431,1140,-400,-13712,94,305,101,0,0,0
7365,25.73,26.21,1265,0.255,1140,-400,-13712,94,305,101,0,0,0
7370,25.73,26.21,10721,2.16,1016,-288,-13580,95,323,111,0,0,0
7374,25.73,26.21,10891,2.194,1032,-540,-13636,118,347,78,0,0,0
7379,25.73,26.21,3821,0.77,1288,-556,-13012,169,331,107,0,0,0
7384,25.73,26.21,5138,1.035,1008,-456,-13892,113,345,87,0,0,0
7390,25.73,26.21,5361,1.08,936,-524,-12944,-1,349,122,0,0,0
7395,25.73,26.21,3388,0.682,1272,-404,-14088,251,384,95,0,0,0
7467,25.73,26.21,5212,1.05,1072,-420,-13596,93,335,82,0,0,0
7481,25.73,26.21,1748,0.352,1064,-396,-13528,105,322,89,0,0,0
7484,25.73,26.21,6837,1.377,988,-424,-13460,100,357,103,0,0,0
7489,25.73,26.21,10194,2.053,1088,-428,-13568,77,343,98,0,0,0
7494,25.73,26.21,8539,1.72,1124,-452,-13608,131,322,116,0,0,0
7500,25.73,26.21,6486,1.306,1032,-404,-13408,132,310,78,0,0,0
7505,25.73,26.21,5265,1.061,1028,-432,-13444,118,352,98,0,0,0
7509,25.73,26.21,3279,0.66,1084,-384,-13452,118,357,116,0,0,0
7514,25.73,26.21,4807,0.968,1124,-420,-13496,94,322,106,0,0,0
7519,25.73,26.21,6075,1.224,1024,-340,-13640,106,311,90,0,0,0
7632,25.73,26.21,4059,0.818,944,-396,-13460,120,337,108,0,0,0
7635,25.73,26.21,2067,0.416,940,-404,-13496,87,330,89,0,0,0
7639,25.73,26.21,8219,1.656,1104,-468,-13504,111,358,105,0,0,0
7644,25.73,26.21,12168,2.451,1028,-460,-13544,102,352,89,0,0,0
7649,25.73,26.21,10066,2.028,1100,-556,-13612,94,318,100,0,0,0
7655,25.73,26.21,8752,1.763,1172,-360,-13496,86,335,116,0,0,0
7660,25.73,26.21,6457,1.301,1060,-300,-13540,102,353,93,0,0,0
7665,25.73,26.21,6226,1.254,1152,-380,-13568,131,311,128,0,0,0
7669,25.73,26.21,5392,1.086,1164,-384,-13588,115,331,98,0,0,0
7674,25.73,26.21,12125,2.442,1064,-412,-13640,112,364,88,0,0,0
7747,25.73,26.17,5286,1.065,1108,-436,-13240,118,325,104,0,0,0
7750,25.73,26.17,10353,2.085,1076,-464,-13596,97,339,89,0,0,0
7755,25.73,26.17,2118,0.427,1132,-420,-13632,111,310,91,0,0,0
7759,25.73,26.17,12188,2.455,1028,-348,-13552,94,340,113,0,0,0
7764,25.73,26.17,9161,1.845,1012,-492,-13496,124,360,109,0,0,0
7769,25.73,26.17,12000,2.417,1116,-384,-13416,116,321,84,0,0,0
7774,25.73,26.17,12168,2.451,1096,-464,-13632,114,324,108,0,0,0
7780,25.73,26.17,12136,2.445,1044,-412,-13500,105,318,98,0,0,0
7863,25.73,26.17,6379,1.285,1108,-448,-13472,93,349,108,0,0,0
7865,25.73,26.17,1842,0.371,1108,-448,-13472,93,349,108,0,0,0
7870,25.73,26.17,7926,1.597,1120,-396,-13428,113,323,115,0,0,0
7874,25.73,26.17,3713,0.748,1076,-340,-13532,113,299,86,0,0,0
7879,25.73,26.17,5283,1.064,988,-428,-13544,94,326,105,0,0,0
7884,25.73,26.17,7287,1.468,1004,-264,-13560,110,335,92,0,0,0
7890,25.73,26.17,10259,2.066,1016,-368,-13548,131,343,117,0,0,0
7895,25.73,26.17,10079,2.03,1188,-420,-13412,111,338,113,0,0,0
7900,25.73,26.17,7686,1.548,1056,-336,-13584,126,274,88,0,0,0
7904,25.73,26.17,5721,1.152,1120,-524,-13476,110,318,103,0,0,0
7909,25.73,26.17,6576,1.325,1092,-396,-13680,83,353,106,0,0,0
7914,25.73,26.17,6119,1.233,976,-460,-13460,106,341,102,0,0,0
7987,25.73,26.17,1388,0.28,1120,-432,-13452,93,343,83,0,0,0
8015,25.73,26.17,1186,0.239,1096,-368,-13644,95,351,107,0,0,0
8019,25.73,26.17,6087,1.226,1180,-396,-13560,113,333,88,0,0,0
8024,25.73,26.17,7324,1.475,1056,-456,-13284,118,330,85,0,0,0
8029,25.73,26.17,8059,1.623,1124,-512,-13600,103,319,121,0,0,0
8034,25.73,26.17,4820,0.971,1104,-440,-13548,111,303,79,0,0,0
8122,25.73,26.17,7665,1.544,1068,-344,-13448,112,354,105,0,0,0
8125,25.73,26.17,6045,1.218,1000,-440,-13432,102,348,92,0,0,0
8130,25.73,26.17,11590,2.335,1032,-320,-13432,115,311,100,0,0,0
8134,25.73,26.17,8282,1.668,1084,-500,-13592,103,318,100,0,0,0
8139,25.73,26.17,4984,1.004,992,-472,-13488,108,318,90,0,0,0
8144,25.73,26.17,5474,1.103,1088,-404,-13660,85,365,72,0,0,0
8150,25.73,26.17,10869,2.189,1112,-400,-13588,123,356,92,0,0,0
8155,25.73,26.17,7848,1.581,1120,-392,-13324,121,307,92,0,0,0
8160,25.73,26.17,7194,1.449,1064,-472,-13668,101,311,111,0,0,0
8164,25.73,26.17,7009,1.412,1052,-428,-13304,89,318,112,0,0,0
8169,25.73,26.17,8821,1.777,1164,-284,-13548,91,370,71,0,0,0
8174,25.73,26.17,3299,0.665,928,-404,-13560,108,320,86,0,0,0
8180,25.73,26.17,7721,1.555,1136,-452,-13560,98,320,91,0,0,0
8185,25.73,26.17,7931,1.598,1076,-340,-13436,131,336,116,0,0,0
8258,25.77,26.17,857,0.173,1064,-304,-13636,151,341,85,0,0,0
8259,25.77,26.17,631,0.127,1064,-304,-13636,151,341,85,0,0,0
8264,25.77,26.17,4991,1.005,1044,-440,-13544,83,275,88,0,0,0
8270,25.77,26.17,5922,1.193,1056,-416,-13508,96,316,101,0,0,0
8355,25.77,26.17,1092,0.22,1056,-416,-13508,96,316,101,0,0,0
8360,25.77,26.17,6528,1.315,1076,-456,-13480,109,318,111,0,0,0
8364,25.77,26.17,8091,1.63,1080,-380,-13664,115,337,105,0,0,0
8369,25.77,26.17,12125,2.442,1132,-448,-13552,128,340,88,0,0,0
8374,25.77,26.17,7914,1.594,1004,-464,-13616,120,329,103,0,0,0
8379,25.77,26.17,3998,0.805,960,-412,-13556,92,333,111,0,0,0
8385,25.77,26.17,7467,1.504,1112,-384,-13528,103,350,103,0,0,0
8390,25.77,26.17,6042,1.217,1092,-440,-13440,98,304,114,0,0,0
8394,25.77,26.17,4720,0.951,1004,-440,-13600,123,311,102,0,0,0
8399,25.77,26.17,2788,0.562,1128,-452,-13352,106,282,91,0,0,0
8404,25.77,26.17,5636,1.135,1156,-352,-13528,90,345,95,0,0,0
8409,25.77,26.17,5911,1.191,1068,-416,-13528,87,361,106,0,0,0
8415,25.77,26.17,5238,1.055,1040,-440,-13532,102,332,96,0,0,0
8420,25.77,26.17,3775,0.76,1160,-344,-13584,124,329,94,0,0,0
8424,25.77,26.17,6422,1.294,1072,-400,-13480,99,330,90,0,0,0
8434,25.77,26.17,3200,0.645,1068,-336,-13516,118,308,109,0,0,0
8511,25.77,26.17,951,0.192,1216,-488,-13340,107,369,85,0,0,0
8515,25.77,26.17,7955,1.602,1076,-368,-13364,114,322,114,0,0,0
8599,25.77,26.17,10202,2.055,1112,-476,-13684,109,306,99,0,0,0
8600,25.77,26.17,1814,0.365,1112,-476,-13684,109,306,99,0,0,0
8604,25.77,26.17,4101,0.826,1068,-444,-13468,110,331,111,0,0,0
8626,25.77,26.17,3981,0.802,1108,-396,-13472,117,327,98,0,0,0
8630,25.77,26.17,5578,1.124,1064,-444,-13540,109,311,125,0,0,0
8635,25.77,26.17,7632,1.537,1044,-508,-13564,92,351,99,0,0,0
8639,25.77,26.17,4816,0.97,1104,-392,-13476,101,367,94,0,0,0
8644,25.77,26.17,7379,1.486,1108,-484,-13496,95,342,107,0,0,0
8649,25.77,26.17,8059,1.623,948,-424,-13604,79,330,98,0,0,0
8654,25.77,26.17,9927,2.0,1148,-432,-13684,107,312,90,0,0,0
8660,25.77,26.17,10337,2.082,1160,-464,-13408,92,323,89,0,0,0
8665,25.77,26.17,4828,0.972,972,-544,-13544,105,339,97,0,0,0
8669,25.77,26.17,6077,1.224,1112,-336,-13556,105,327,72,0,0,0
8674,25.77,26.17,4143,0.835,1032,-336,-13564,120,343,108,0,0,0
8679,25.77,26.17,5474,1.103,1032,-456,-13480,115,346,84,0,0,0
8685,25.75,26.09,4198,0.846,1112,-504,-13552,115,339,90,0,0,0
8690,25.75,26.09,2431,0.49,1092,-352,-13548,105,335,92,0,0,0
8695,25.75,26.09,8223,1.656,1072,-496,-13540,106,332,96,0,0,0
8855,25.75,26.09,599,0.121,1156,-464,-13520,111,322,108,0,0,0
8859,25.75,26.09,5998,1.208,1132,-420,-13548,86,333,85,0,0,0
8864,25.75,26.09,4936,0.994,984,-532,-13584,107,318,100,0,0,0
8869,25.75,26.09,5348,1.077,996,-436,-13448,101,343,129,0,0,0
8875,25.75,26.09,9208,1.855,1092,-416,-13648,80,337,119,0,0,0
8880,25.75,26.09,8493,1.711,1080,-448,-13392,115,341,113,0,0,0
8885,25.75,26.09,3353,0.675,932,-368,-13660,103,323,108,0,0,0
8889,25.75,26.09,5677,1.144,1060,-460,-13460,95,322,95,0,0,0
8894,25.75,26.09,5179,1.043,1056,-408,-13452,95,328,94,0,0,0
8899,25.75,26.09,4974,1.002,1144,-476,-13524,97,357,104,0,0,0
8905,25.75,26.09,8214,1.655,1076,-492,-13608,113,310,79,0,0,0
8910,25.75,26.09,11015,2.219,1160,-388,-13412,133,326,102,0,0,0
8915,25.75,26.09,11130,2.242,1164,-416,-13540,105,320,80,0,0,0
8919,25.75,26.09,5636,1.135,1024,-384,-13480,91,356,94,0,0,0
8924,25.75,26.09,2262,0.456,1100,-380,-13460,108,332,92,0,0,0
8941,25.75,26.09,3303,0.665,1016,-388,-13472,101,330,109,0,0,0
8945,25.75,26.09,3317,0.668,1104,-384,-13608,118,366,99,0,0,0
9031,25.75,26.09,8143,1.64,1004,-408,-13384,76,336,99,0,0,0
9034,25.75,26.09,5877,1.184,1032,-424,-13708,83,359,90,0,0,0
9039,25.75,26.09,5366,1.081,1076,-432,-13496,117,337,100,0,0,0
9112,25.75,26.09,5210,1.049,1036,-536,-13548,104,346,105,0,0,0
9115,25.75,26.09,3246,0.654,972,-412,-13392,87,318,108,0,0,0
9119,25.75,26.09,5123,1.032,1160,-436,-13516,115,309,108,0,0,0
9124,25.75,26.09,5259,1.059,1104,-388,-13592,99,321,91,0,0,0
9129,25.75,26.09,5399,1.088,1112,-476,-13492,91,328,97,0,0,0
9135,25.75,26.09,8211,1.654,1128,-412,-13472,120,354,118,0,0,0
9140,25.75,26.09,5022,1.012,1112,-472,-13504,105,343,92,0,0,0
9145,25.75,26.09,7934,1.598,1092,-356,-13384,98,335,102,0,0,0
9149,25.75,26.09,8696,1.752,1196,-464,-13600,119,316,107,0,0,0
9154,25.75,26.09,7039,1.418,1172,-416,-13532,85,341,100,0,0,0
9159,25.75,26.09,2585,0.521,1052,-452,-13564,103,347,99,0,0,0
9165,25.75,26.09,4751,0.957,1016,-500,-13452,119,336,110,0,0,0
9170,25.75,26.09,9684,1.951,1088,-404,-13460,119,313,87,0,0,0
9175,25.75,26.09,4414,0.889,1128,-440,-13516,99,315,90,0,0,0
9261,25.77,26.17,1810,0.365,1016,-440,-13424,104,319,114,0,0,0
9265,25.77,26.17,3190,0.643,1032,-488,-13472,111,332,97,0,0,0
9270,25.77,26.17,4865,0.98,996,-416,-13564,118,311,79,0,0,0
9275,25.77,26.17,3282,0.661,988,-476,-13532,115,313,92,0,0,0
9279,25.77,26.17,4857,0.978,1008,-352,-13600,82,326,88,0,0,0
9284,25.77,26.17,4284,0.863,1088,-464,-13580,122,346,90,0,0,0
9357,25.77,26.17,2076,0.418,1160,-384,-13540,93,337,90,0,0,0
9359,25.77,26.17,3623,0.73,1172,-560,-13640,109,317,92,0,0,0
9364,25.77,26.17,6677,1.345,1084,-380,-13544,93,312,87,0,0,0
9369,25.77,26.17,6679,1.345,1068,-360,-13508,98,336,108,0,0,0
9375,25.77,26.17,7150,1.44,988,-400,-13384,117,342,80,0,0,0
9380,25.77,26.17,4375,0.881,1200,-488,-13612,100,319,92,0,0,0
9385,25.77,26.17,6901,1.39,1092,-456,-13632,113,333,114,0,0,0
9389,25.77,26.17,4184,0.843,936,-456,-13596,105,346,99,0,0,0
9394,25.77,26.17,3932,0.792,1008,-412,-13728,97,329,87,0,0,0
9399,25.77,26.17,3259,0.656,1096,-360,-13508,116,339,107,0,0,0
9405,25.77,26.17,3826,0.771,996,-376,-13560,97,310,108,0,0,0
9492,25.77,26.17,5009,1.009,1060,-456,-13676,103,315,103,0,0,0
9504,25.77,26.17,3124,0.629,1040,-400,-13592,91,318,112,0,0,0
9505,25.77,26.17,232,0.047,1040,-400,-13592,91,318,112,0,0,0
9509,25.77,26.17,3005,0.605,1116,-388,-13440,115,332,92,0,0,0
9515,25.77,26.17,8351,1.682,1092,-428,-13400,127,322,98,0,0,0
9520,25.77,26.17,8904,1.794,1092,-408,-13600,101,321,83,0,0,0
9525,25.77,26.17,8621,1.737,1024,-544,-13680,83,347,97,0,0,0
9529,25.77,26.17,7923,1.596,1168,-348,-13532,116,340,103,0,0,0
9534,25.77,26.17,7069,1.424,1120,-428,-13568,109,309,107,0,0,0
9631,25.77,26.17,2297,0.463,1144,-448,-13480,119,321,76,0,0,0
9635,25.77,26.17,1782,0.359,964,-416,-13512,102,345,97,0,0,0
9640,25.77,26.17,2833,0.571,1092,-532,-13572,111,345,131,0,0,0
9644,25.77,26.17,9191,1.851,1068,-336,-13504,102,334,95,0,0,0
9649,25.77,26.17,3515,0.708,1032,-484,-13544,117,328,89,0,0,0
9654,25.77,26.17,5479,1.104,964,-420,-13568,103,330,93,0,0,0
9660,25.77,26.17,6462,1.302,948,-344,-13560,110,323,101,0,0,0
9665,25.77,26.17,5596,1.127,1064,-448,-13492,104,315,99,0,0,0
9669,25.77,26.17,2866,0.577,1036,-328,-13444,101,323,86,0,0,0
9674,25.77,26.17,3824,0.77,1196,-396,-13528,118,364,117,0,0,0
9758,25.77,26.11,4196,0.845,1196,-396,-13528,118,364,117,0,0,0
9759,25.77,26.11,2370,0.477,1108,-348,-13576,112,322,94,0,0,0
9764,25.77,26.11,6005,1.21,1044,-500,-13712,107,321,89,0,0,0
9769,25.77,26.11,5048,1.017,1016,-332,-13584,89,347,112,0,0,0
9775,25.77,26.11,5211,1.05,1088,-488,-13564,114,337,95,0,0,0
9780,25.77,26.11,6478,1.305,1044,-436,-13608,104,336,108,0,0,0
9785,25.77,26.11,7760,1.563,1064,-476,-13628,97,316,85,0,0,0
9789,25.77,26.11,4414,0.889,1136,-404,-13728,80,349,96,0,0,0
9794,25.77,26.11,3670,0.739,1036,-352,-13616,91,329,121,0,0,0
9799,25.77,26.11,4432,0.893,1064,-380,-13504,113,331,101,0,0,0
9872,25.77,26.11,6303,1.27,1080,-384,-13348,118,331,110,0,0,0
9875,25.77,26.11,5856,1.18,1032,-348,-13476,93,335,110,0,0,0
9880,25.77,26.11,8013,1.614,1068,-384,-13632,101,362,105,0,0,0
9884,25.77,26.11,8096,1.631,1092,-444,-13572,114,339,109,0,0,0
9889,25.77,26.11,4946,0.996,1104,-288,-13552,115,319,101,0,0,0
9894,25.77,26.11,7379,1.486,1072,-424,-13580,96,291,98,0,0,0
