36181,24.47,28.17,430,1.387,1004,708,-13552,134,317,95,-1,-1,-1
36455,24.45,28.07,764,2.465,1056,608,-13440,142,307,78,-1,-1,-1
36726,24.43,28.11,764,2.465,1040,636,-13456,141,339,105,-1,-1,-1
36993,24.43,28.19,764,2.465,936,604,-13556,131,351,95,-1,-1,-1
37271,24.41,28.05,659,2.126,1036,604,-13436,133,341,115,-1,-1,-1
37545,24.43,27.99,601,1.939,1040,544,-13264,121,334,105,-1,-1,-1
37820,24.47,27.99,331,1.068,832,404,-13504,-25,178,3,-1,-1,-1
38087,24.43,27.99,506,1.632,1004,596,-13240,163,352,23,-1,-1,-1
38358,24.43,27.99,324,1.045,880,708,-13428,114,330,-2,-1,-1,-1
38632,24.41,27.93,764,2.465,980,684,-13336,97,356,23,-1,-1,-1
38906,24.43,27.95,764,2.465,1000,724,-13592,169,345,-27,-1,-1,-1
39173,24.43,28.01,531,1.713,940,692,-13444,111,355,-28,-1,-1,-1
39444,24.41,27.91,342,1.103,996,700,-13572,145,336,49,-1,-1,-1
39714,24.39,27.93,181,0.584,868,732,-13628,134,310,95,-1,-1,-1
39981,24.45,28.07,467,1.506,912,724,-13316,99,307,101,-1,-1,-1
40251,24.43,28.17,451,1.455,888,712,-13412,126,334,101,-1,-1,-1
40526,24.41,28.05,377,1.216,976,904,-13424,82,309,77,-1,-1,-1
40797,24.41,28.23,251,0.810,844,820,-13560,129,307,119,-1,-1,-1
41072,24.41,28.25,643,2.074,996,816,-13388,134,340,112,-1,-1,-1
41339,24.43,28.23,763,2.461,964,756,-13420,148,297,103,-1,-1,-1
41613,24.43,28.31,729,2.352,928,780,-13348,151,297,84,-1,-1,-1
41884,24.41,28.19,410,1.323,880,796,-13600,124,310,102,-1,-1,-1
42155,24.45,28.27,741,2.390,828,668,-13456,128,312,119,-1,-1,-1
42430,24.43,28.25,760,2.452,912,648,-13560,119,322,109,-1,-1,-1
42697,24.43,28.27,763,2.461,956,788,-13384,139,307,104,-1,-1,-1
42971,24.45,28.33,763,2.461,876,704,-13436,125,342,109,-1,-1,-1
43242,24.43,28.25,764,2.465,456,-112,-13176,334,146,89,-1,-1,-1
43509,24.43,28.25,430,1.387,1004,880,-13436,148,310,111,-1,-1,-1
43780,24.43,28.23,627,2.023,996,756,-13424,158,282,110,-1,-1,-1
44062,24.41,28.25,764,2.465,860,748,-13544,105,285,95,-1,-1,-1
44343,24.43,28.27,763,2.461,716,668,-13724,97,293,93,-1,-1,-1
