timestamp_ms,ir_ambient_c,ir_object_c,sound_peak,sound_volts,ax,ay,az,gx,gy,gz,mx,my,mz
63277,31.61,30.63,833,0.1186,4112,578,-13106,71,308,83,0,0,0
63336,31.61,30.63,8897,0.6503,4546,410,-8868,80,403,89,0,0,0
63356,31.61,30.63,7965,0.476,5134,510,-15338,69,309,80,0,0,0
63399,31.61,30.63,2896,0.4125,5134,510,-15338,69,309,80,0,0,0
63419,31.61,30.63,9165,0.5272,4582,76,-10554,73,327,88,0,0,0
63504,31.61,30.63,5546,0.7899,5254,-182,-17028,66,351,83,0,0,0
63524,31.61,30.63,5497,0.4006,5254,-182,-17028,66,351,83,0,0,0
63573,31.61,30.63,5919,0.4213,4140,94,-13470,82,251,80,0,0,0
63594,31.61,30.63,9108,0.6101,4306,154,-13292,122,394,89,0,0,0
63637,31.61,30.63,2894,0.4122,4306,154,-13292,122,394,89,0,0,0
63681,31.61,30.63,2282,0.325,4442,860,-15890,86,310,85,0,0,0
63741,31.61,30.63,6601,0.5403,4728,24,-11006,94,401,95,0,0,0
63761,31.61,30.63,6919,0.5101,5438,138,-15682,72,349,74,0,0,0
63802,31.59,30.67,480,0.0684,5438,138,-15682,72,349,74,0,0,0
63823,31.59,30.67,7037,0.4531,4946,-388,-9974,117,380,100,0,0,0
63907,31.59,30.67,1081,0.154,5070,-486,-15568,112,365,84,0,0,0
63927,31.59,30.67,8108,0.6078,4728,376,-15380,85,303,84,0,0,0
63970,31.59,30.67,8640,1.2305,4728,376,-15380,85,303,84,0,0,0
63990,31.59,30.67,9454,0.6198,4028,2,-10850,116,380,93,0,0,0
64033,31.59,30.67,2291,0.3263,4028,2,-10850,116,380,93,0,0,0
64088,31.59,30.67,5686,0.8098,4422,236,-15768,62,350,80,0,0,0
64147,31.59,30.67,9736,0.5559,4722,218,-9110,111,391,98,0,0,0
64167,31.59,30.67,8836,0.5036,4930,-94,-13632,130,333,93,0,0,0
64212,31.59,30.67,3678,0.5238,4930,-94,-13632,130,333,93,0,0,0
64232,31.59,30.67,10378,0.5999,4338,-264,-9690,105,313,85,0,0,0
64317,31.61,30.71,7540,1.0739,5062,-402,-12552,117,391,85,0,0,0
64337,31.61,30.71,9542,0.5873,5450,66,-16906,58,353,81,0,0,0
64380,31.61,30.71,1380,0.1965,5450,66,-16906,58,353,81,0,0,0
64400,31.61,30.71,9919,0.5151,3950,-138,-9214,108,343,83,0,0,0
64442,31.61,30.71,4499,0.6408,3950,-138,-9214,108,343,83,0,0,0
64486,31.61,30.71,4394,0.6258,4392,102,-14310,115,366,93,0,0,0
64544,31.61,30.71,9262,0.608,4108,260,-9216,110,346,95,0,0,0
64565,31.61,30.71,5939,0.4568,4108,260,-9216,110,346,95,0,0,0
64617,31.61,30.71,6285,0.5015,4878,46,-11992,114,399,92,0,0,0
64637,31.61,30.71,11300,0.5579,4622,382,-12750,70,286,86,0,0,0
64721,31.61,30.71,4901,0.698,4758,-678,-10296,127,347,94,0,0,0
64741,31.61,30.71,9645,0.5737,4580,408,-14938,88,286,86,0,0,0
64784,31.61,30.71,1905,0.2713,4580,408,-14938,88,286,86,0,0,0
64804,31.61,30.71,8425,0.7178,3614,54,-9586,101,354,81,0,0,0
64847,31.57,30.57,1764,0.2512,3614,54,-9586,101,354,81,0,0,0
64891,31.57,30.57,1481,0.2109,4152,-100,-11730,115,397,86,0,0,0
64951,31.57,30.57,8277,0.5427,4050,346,-11726,59,285,76,0,0,0
64971,31.57,30.57,9661,0.539,4856,-172,-9704,85,438,94,0,0,0
65013,31.57,30.57,2297,0.3271,4856,-172,-9704,85,438,94,0,0,0
65033,31.57,30.57,10237,0.552,5010,422,-14678,61,325,83,0,0,0
65117,31.57,30.57,120,0.0171,4360,-370,-9596,126,295,90,0,0,0
65138,31.57,30.57,5060,0.3669,4360,-370,-9596,126,295,90,0,0,0
65190,31.57,30.57,6825,0.5297,4932,-82,-16296,41,352,77,0,0,0
65210,31.57,30.57,7957,0.5916,3760,196,-12008,80,279,78,0,0,0
65254,31.57,30.57,1597,0.2274,3760,196,-12008,80,279,78,0,0,0
65299,31.57,30.57,3300,0.47,3928,-226,-8806,118,356,89,0,0,0
65358,31.57,30.57,8012,0.5751,4340,752,-14522,64,327,88,0,0,0
65378,31.57,30.57,7443,0.4477,4238,178,-9494,112,341,84,0,0,0
65420,31.61,30.71,4212,0.5999,4238,178,-9494,112,341,84,0,0,0
65440,31.61,30.71,9865,0.5876,5340,236,-16118,48,334,79,0,0,0
65524,31.61,30.71,4079,0.5809,4696,68,-12796,73,316,76,0,0,0
65544,31.61,30.71,9194,0.5196,5224,-566,-15684,124,299,91,0,0,0
65587,31.61,30.71,416,0.0592,5224,-566,-15684,124,299,91,0,0,0
65607,31.61,30.71,9296,0.4962,4380,178,-14920,63,322,81,0,0,0
65649,31.61,30.71,1599,0.2277,4380,178,-14920,63,322,81,0,0,0
65705,31.61,30.71,2824,0.4022,4198,-214,-12336,138,404,92,0,0,0
65764,31.61,30.71,8201,0.5407,4556,414,-15994,62,327,76,0,0,0
65784,31.61,30.71,9039,0.5176,4524,-70,-9082,134,351,89,0,0,0
65827,31.61,30.71,1119,0.1594,4524,-70,-9082,134,351,89,0,0,0
65847,31.61,30.71,7321,0.5226,5210,-168,-14804,85,399,82,0,0,0
65931,31.61,30.71,5990,0.8531,5250,480,-14482,84,303,85,0,0,0
65951,31.59,30.71,9431,0.6377,5098,-478,-13456,133,347,93,0,0,0
65994,31.59,30.71,1715,0.2443,5098,-478,-13456,133,347,93,0,0,0
66014,31.59,30.71,5359,0.4233,4736,158,-16076,71,320,76,0,0,0
66057,31.59,30.71,5584,0.7953,4736,158,-16076,71,320,76,0,0,0
66102,31.59,30.71,4114,0.5859,3924,-306,-9628,118,358,82,0,0,0
66160,31.59,30.71,8575,0.478,4460,4,-15462,101,328,82,0,0,0
66180,31.59,30.71,6202,0.52,4460,4,-15462,101,328,82,0,0,0
66234,31.59,30.71,8834,0.6151,4276,262,-9006,115,358,85,0,0,0
66254,31.59,30.71,10589,0.6237,4996,-224,-12990,125,410,83,0,0,0
66339,31.59,30.71,523,0.0745,5324,430,-16636,68,332,89,0,0,0
66359,31.59,30.71,7100,0.5099,4928,-450,-10754,104,380,91,0,0,0
